Subject	Choice.RT	Mode	RewN	RSeq	Target.ACC	Target.RT	Task	TaskChoice	Transition	Trialnr
1		Baseline			1	448	A1	Zahlen	NaN	1
1	518	Baseline			1	519	A2	Buchstaben	s	2
1	362	Baseline			1	649	A1	Zahlen	s	3
1	276	Baseline			1	567	A1	Zahlen	r	4
1	294	Baseline			1	545	A1	Zahlen	r	5
1	578	Baseline			1	561	A2	Buchstaben	s	6
1	345	Baseline			1	489	A2	Buchstaben	r	7
1	323	Baseline			1	492	A2	Buchstaben	r	8
1	800	Baseline			1	581	A2	Buchstaben	r	9
1	410	Baseline			0	592	A1	Zahlen	s	10
1	410	Baseline			1	568	A1	Zahlen	r	11
1	305	Baseline			1	476	A1	Zahlen	r	12
1	273	Baseline			1	500	A2	Buchstaben	s	13
1	285	Baseline			1	488	A1	Zahlen	s	14
1	329	Baseline			1	474	A1	Zahlen	r	15
1	291	Baseline			1	430	A1	Zahlen	r	16
1	272	Baseline			1	508	A2	Buchstaben	s	17
1	259	Baseline			1	471	A2	Buchstaben	r	18
1	131	Baseline			1	581	A1	Zahlen	s	19
1	516	Baseline			1	565	A1	Zahlen	r	20
1	274	Baseline			1	533	A2	Buchstaben	s	21
1	556	Baseline			1	699	A1	Zahlen	s	22
1	357	Baseline			1	565	A2	Buchstaben	s	23
1	330	Baseline			1	491	A1	Zahlen	s	24
1	311	Baseline			1	697	A1	Zahlen	r	25
1	314	Baseline			1	451	A1	Zahlen	r	26
1	246	Baseline			1	611	A2	Buchstaben	s	27
1	256	Baseline			1	532	A2	Buchstaben	r	28
1	339	Baseline			1	548	A1	Zahlen	s	29
1	259	Baseline			1	687	A1	Zahlen	r	30
1	273	Baseline			1	500	A2	Buchstaben	s	31
1	311	Baseline			1	705	A1	Zahlen	s	32
1	364	Baseline			1	523	A2	Buchstaben	s	33
1	389	Baseline			1	508	A2	Buchstaben	r	34
1	507	Baseline			1	844	A1	Zahlen	s	35
1	392	Baseline			1	662	A1	Zahlen	r	36
1	506	Baseline			1	451	A2	Buchstaben	s	37
1	278	Baseline			1	506	A1	Zahlen	s	38
1	300	Baseline			1	502	A2	Buchstaben	s	39
1	432	Baseline			1	469	A2	Buchstaben	r	40
1	471	Baseline			1	538	A1	Zahlen	s	41
1	523	Baseline			1	523	A1	Zahlen	r	42
1	326	Baseline			1	663	A1	Zahlen	r	43
1	337	Baseline			1	530	A2	Buchstaben	s	44
1	353	Baseline			1	561	A1	Zahlen	s	45
1	303	Baseline			1	1001	A2	Buchstaben	s	46
1	429	Baseline			1	538	A2	Buchstaben	r	47
1	305	Baseline			1	508	A2	Buchstaben	r	48
1	308	Baseline			1	438	A2	Buchstaben	r	49
1	396	Baseline			1	538	A2	Buchstaben	r	50
1	265	Baseline			1	501	A1	Zahlen	s	51
1	294	Baseline			1	497	A1	Zahlen	r	52
1	233	Baseline			1	511	A1	Zahlen	r	53
1	248	Baseline			1	565	A2	Buchstaben	s	54
1	355	Baseline			1	595	A1	Zahlen	s	55
1	345	Baseline			1	601	A2	Buchstaben	s	56
1	448	Baseline			1	564	A2	Buchstaben	r	57
1	321	Baseline			1	474	A1	Zahlen	s	58
1	301	Baseline			0	623	A2	Buchstaben	s	59
1	403	Baseline			1	497	A2	Buchstaben	r	60
1	1201	Baseline			1	653	A2	Buchstaben	r	61
1	256	Baseline			1	884	A1	Zahlen	s	62
1	1100	Baseline			1	533	A2	Buchstaben	s	63
1	315	Baseline			1	509	A2	Buchstaben	r	64
1	320	Baseline			1	554	A2	Buchstaben	r	65
1	466	Baseline			1	702	A1	Zahlen	s	66
1	304	Baseline			1	498	A1	Zahlen	r	67
1	243	Baseline			1	520	A1	Zahlen	r	68
1	346	Baseline			1	642	A2	Buchstaben	s	69
1	366	Baseline			1	613	A2	Buchstaben	r	70
1	417	Baseline			1	647	A1	Zahlen	s	71
1	372	Baseline			1	579	A2	Buchstaben	s	72
1	795	Baseline			1	632	A2	Buchstaben	r	73
1	259	Baseline			1	567	A1	Zahlen	s	74
1	276	Baseline			1	503	A2	Buchstaben	s	75
1	394	Baseline			1	512	A1	Zahlen	s	76
1	360	Baseline			1	560	A2	Buchstaben	s	77
1	382	Baseline			1	525	A2	Buchstaben	r	78
1	356	Baseline			1	532	A2	Buchstaben	r	79
1	270	Baseline			1	506	A1	Zahlen	s	80
1	556	Baseline			1	532	A2	Buchstaben	s	81
1	555	Baseline			1	811	A2	Buchstaben	r	82
1	304	Baseline			1	547	A2	Buchstaben	r	83
1	248	Baseline			1	749	A1	Zahlen	s	84
1	822	Baseline			1	618	A1	Zahlen	r	85
1	414	Baseline			1	555	A1	Zahlen	r	86
1	916	Baseline			1	484	A1	Zahlen	r	87
1	526	Baseline			1	695	A2	Buchstaben	s	88
1	650	Baseline			1	558	A2	Buchstaben	r	89
1	276	Baseline			1	639	A1	Zahlen	s	90
1	482	Baseline			1	557	A1	Zahlen	r	91
1	468	Baseline			1	607	A1	Zahlen	r	92
1	373	Baseline			1	732	A2	Buchstaben	s	93
1	1155	Baseline			1	569	A2	Buchstaben	r	94
1	320	Baseline			1	554	A1	Zahlen	s	95
1	712	Baseline			1	521	A1	Zahlen	r	96
1	434	Baseline			1	519	A1	Zahlen	r	97
1	259	Baseline			1	550	A2	Buchstaben	s	98
1	276	Baseline			1	536	A1	Zahlen	s	99
1	330	Baseline			0	547	A1	Zahlen	r	100
1	2207	Baseline			1	576	A1	Zahlen	r	101
1	872	Baseline			1	586	A2	Buchstaben	s	102
1	655	Baseline			1	634	A2	Buchstaben	r	103
1	397	Baseline			1	619	A2	Buchstaben	r	104
1	642	Baseline			1	1197	A1	Zahlen	s	105
1	306	Baseline			1	411	A1	Zahlen	r	106
1	867	Baseline			1	757	A1	Zahlen	r	107
1	700	Baseline			1	614	A2	Buchstaben	s	108
1	577	Baseline			1	623	A2	Buchstaben	r	109
1	338	Baseline			1	595	A1	Zahlen	s	110
1	457	Baseline			1	484	A1	Zahlen	r	111
1	280	Baseline			1	452	A1	Zahlen	r	112
1	663	Baseline			1	498	A1	Zahlen	r	113
1	299	Baseline			1	613	A2	Buchstaben	s	114
1	578	Baseline			1	1688	A1	Zahlen	s	115
1	870	Baseline			1	520	A1	Zahlen	r	116
1	451	Baseline			1	679	A1	Zahlen	r	117
1	568	Baseline			1	631	A2	Buchstaben	s	118
1	365	Baseline			1	524	A2	Buchstaben	r	119
1	247	Baseline			1	459	A1	Zahlen	s	120
1	534	Baseline			1	631	A2	Buchstaben	s	121
1	525	Baseline			1	501	A2	Buchstaben	r	122
1	255	Baseline			1	491	A2	Buchstaben	r	123
1	501	Baseline			1	623	A1	Zahlen	s	124
1	242	Baseline			1	566	A1	Zahlen	r	125
1	412	Baseline			1	538	A1	Zahlen	r	126
1	379	Baseline			1	553	A1	Zahlen	r	127
1	386	Baseline			1	584	A2	Buchstaben	s	128
1	361	Baseline			1	584	A1	Zahlen	s	129
1	407	Baseline			1	564	A2	Buchstaben	s	130
1	386	Baseline			1	552	A1	Zahlen	s	131
1	1199	Baseline			1	667	A1	Zahlen	r	132
1	1103	Baseline			1	551	A1	Zahlen	r	133
1	536	Baseline			1	528	A2	Buchstaben	s	134
1	953	Baseline			1	601	A2	Buchstaben	r	135
1	1324	Baseline			1	562	A1	Zahlen	s	136
1	299	Baseline			1	557	A2	Buchstaben	s	137
1	726	Baseline			1	478	A2	Buchstaben	r	138
1	433	Baseline			1	525	A1	Zahlen	s	139
1	245	Baseline			1	545	A1	Zahlen	r	140
1	833	Baseline			1	900	A1	Zahlen	r	141
1	742	Baseline			1	541	A2	Buchstaben	s	142
1	272	Baseline			1	499	A2	Buchstaben	r	143
1	765	Baseline			1	499	A2	Buchstaben	r	144
1		Baseline			1	1337	A2	Buchstaben	NaN	1
1	719	Baseline			1	608	A1	Zahlen	s	2
1	422	Baseline			0	491	A1	Zahlen	r	3
1	410	Baseline			1	559	A1	Zahlen	r	4
1	398	Baseline			1	556	A1	Zahlen	r	5
1	338	Baseline			1	483	A1	Zahlen	r	6
1	351	Baseline			1	488	A2	Buchstaben	s	7
1	233	Baseline			1	542	A2	Buchstaben	r	8
1	486	Baseline			1	536	A2	Buchstaben	r	9
1	313	Baseline			1	611	A2	Buchstaben	r	10
1	408	Baseline			1	486	A2	Buchstaben	r	11
1	321	Baseline			1	563	A1	Zahlen	s	12
1	435	Baseline			1	543	A2	Buchstaben	s	13
1	479	Baseline			1	786	A1	Zahlen	s	14
1	391	Baseline			1	1358	A2	Buchstaben	s	15
1	572	Baseline			1	747	A1	Zahlen	s	16
1	316	Baseline			1	638	A1	Zahlen	r	17
1	248	Baseline			1	469	A1	Zahlen	r	18
1	346	Baseline			1	562	A1	Zahlen	r	19
1	401	Baseline			1	495	A1	Zahlen	r	20
1	560	Baseline			1	823	A1	Zahlen	r	21
1	508	Baseline			1	636	A2	Buchstaben	s	22
1	393	Baseline			1	527	A1	Zahlen	s	23
1	287	Baseline			1	578	A2	Buchstaben	s	24
1	287	Baseline			1	546	A2	Buchstaben	r	25
1	386	Baseline			1	481	A1	Zahlen	s	26
1	485	Baseline			1	472	A1	Zahlen	r	27
1	315	Baseline			1	572	A2	Buchstaben	s	28
1	244	Baseline			1	553	A2	Buchstaben	r	29
1	426	Baseline			1	455	A2	Buchstaben	r	30
1	464	Baseline			0	523	A1	Zahlen	s	31
1	257	Baseline			1	509	A2	Buchstaben	s	32
1	334	Baseline			1	543	A1	Zahlen	s	33
1	287	Baseline			1	514	A1	Zahlen	r	34
1	269	Baseline			1	528	A1	Zahlen	r	35
1	320	Baseline			1	458	A2	Buchstaben	s	36
1	271	Baseline			1	491	A2	Buchstaben	r	37
1	325	Baseline			1	502	A2	Buchstaben	r	38
1	553	Baseline			1	489	A2	Buchstaben	r	39
1	365	Baseline			1	493	A1	Zahlen	s	40
1	295	Baseline			1	657	A1	Zahlen	r	41
1	404	Baseline			1	474	A1	Zahlen	r	42
1	268	Baseline			1	480	A1	Zahlen	r	43
1	300	Baseline			1	422	A2	Buchstaben	s	44
1	394	Baseline			1	745	A1	Zahlen	s	45
1	289	Baseline			1	739	A1	Zahlen	r	46
1	226	Baseline			1	471	A2	Buchstaben	s	47
1	322	Baseline			1	468	A1	Zahlen	s	48
1	398	Baseline			1	725	A1	Zahlen	r	49
1	300	Baseline			0	582	A2	Buchstaben	s	50
1	476	Baseline			1	558	A2	Buchstaben	r	51
1	268	Baseline			1	432	A2	Buchstaben	r	52
1	380	Baseline			0	939	A1	Zahlen	s	53
1	357	Baseline			1	549	A1	Zahlen	r	54
1	396	Baseline			1	779	A1	Zahlen	r	55
1	367	Baseline			1	447	A1	Zahlen	r	56
1	491	Baseline			1	532	A1	Zahlen	r	57
1	349	Baseline			1	486	A2	Buchstaben	s	58
1	915	Baseline			1	547	A1	Zahlen	s	59
1	581	Baseline			1	643	A2	Buchstaben	s	60
1	238	Baseline			1	499	A2	Buchstaben	r	61
1	341	Baseline			1	486	A2	Buchstaben	r	62
1	255	Baseline			1	619	A1	Zahlen	s	63
1	304	Baseline			1	474	A1	Zahlen	r	64
1	318	Baseline			1	464	A2	Buchstaben	s	65
1	502	Baseline			1	584	A2	Buchstaben	r	66
1	341	Baseline			1	541	A1	Zahlen	s	67
1	374	Baseline			1	589	A1	Zahlen	r	68
1	308	Baseline			1	373	A1	Zahlen	r	69
1	245	Baseline			1	833	A1	Zahlen	r	70
1	356	Baseline			1	611	A2	Buchstaben	s	71
1	329	Baseline			1	498	A1	Zahlen	s	72
1	355	Baseline			1	523	A2	Buchstaben	s	73
1	364	Baseline			1	484	A1	Zahlen	s	74
1	392	Baseline			1	510	A2	Buchstaben	s	75
1	313	Baseline			1	498	A2	Buchstaben	r	76
1	299	Baseline			1	477	A1	Zahlen	s	77
1	359	Baseline			1	462	A1	Zahlen	r	78
1	506	Baseline			1	547	A2	Buchstaben	s	79
1	244	Baseline			1	473	A2	Buchstaben	r	80
1	741	Baseline			1	485	A2	Buchstaben	r	81
1	261	Baseline			1	529	A2	Buchstaben	r	82
1	451	Baseline			1	1063	A2	Buchstaben	r	83
1	426	Baseline			1	559	A1	Zahlen	s	84
1	246	Baseline			1	426	A2	Buchstaben	s	85
1	319	Baseline			1	568	A1	Zahlen	s	86
1	375	Baseline			1	654	A1	Zahlen	r	87
1	481	Baseline			1	788	A1	Zahlen	r	88
1	607	Baseline			1	564	A1	Zahlen	r	89
1	1665	Baseline			1	801	A1	Zahlen	r	90
1	549	Baseline			1	645	A1	Zahlen	r	91
1	569	Baseline			1	584	A1	Zahlen	r	92
1	593	Baseline			1	678	A2	Buchstaben	s	93
1	298	Baseline			1	500	A2	Buchstaben	r	94
1	592	Baseline			1	550	A1	Zahlen	s	95
1	557	Baseline			1	492	A1	Zahlen	r	96
1	566	Baseline			1	477	A1	Zahlen	r	97
1	503	Baseline			1	545	A1	Zahlen	r	98
1	560	Baseline			1	1055	A2	Buchstaben	s	99
1	472	Baseline			1	723	A1	Zahlen	s	100
1	395	Baseline			1	528	A2	Buchstaben	s	101
1	554	Baseline			1	466	A2	Buchstaben	r	102
1	315	Baseline			1	453	A2	Buchstaben	r	103
1	258	Baseline			1	581	A1	Zahlen	s	104
1	420	Baseline			1	442	A1	Zahlen	r	105
1	263	Baseline			1	443	A1	Zahlen	r	106
1	270	Baseline			1	513	A2	Buchstaben	s	107
1	476	Baseline			1	582	A1	Zahlen	s	108
1	382	Baseline			1	589	A2	Buchstaben	s	109
1	659	Baseline			0	421	A2	Buchstaben	r	110
1	1114	Baseline			1	505	A2	Buchstaben	r	111
1	561	Baseline			1	552	A2	Buchstaben	r	112
1	394	Baseline			1	664	A1	Zahlen	s	113
1	618	Baseline			1	479	A1	Zahlen	r	114
1	344	Baseline			1	616	A2	Buchstaben	s	115
1	383	Baseline			1	590	A1	Zahlen	s	116
1	634	Baseline			1	414	A1	Zahlen	r	117
1	1269	Baseline			1	558	A1	Zahlen	r	118
1	382	Baseline			1	501	A2	Buchstaben	s	119
1	1144	Baseline			1	542	A1	Zahlen	s	120
1	1102	Baseline			1	670	A2	Buchstaben	s	121
1	330	Baseline			1	627	A2	Buchstaben	r	122
1	599	Baseline			0	492	A2	Buchstaben	r	123
1	443	Baseline			1	623	A2	Buchstaben	r	124
1	398	Baseline			1	548	A1	Zahlen	s	125
1	563	Baseline			1	474	A1	Zahlen	r	126
1	364	Baseline			1	508	A2	Buchstaben	s	127
1	383	Baseline			1	582	A2	Buchstaben	r	128
1	589	Baseline			1	483	A1	Zahlen	s	129
1	543	Baseline			1	534	A1	Zahlen	r	130
1	991	Baseline			1	588	A1	Zahlen	r	131
1	372	Baseline			1	579	A1	Zahlen	r	132
1	451	Baseline			1	559	A1	Zahlen	r	133
1	476	Baseline			1	687	A2	Buchstaben	s	134
1	434	Baseline			1	646	A2	Buchstaben	r	135
1	668	Baseline			1	959	A1	Zahlen	s	136
1	1165	Baseline			1	610	A1	Zahlen	r	137
1	383	Baseline			1	470	A1	Zahlen	r	138
1	322	Baseline			1	820	A1	Zahlen	r	139
1	600	Baseline			1	526	A1	Zahlen	r	140
1	528	Baseline			1	552	A2	Buchstaben	s	141
1	288	Baseline			1	1195	A1	Zahlen	s	142
1	456	Baseline			1	475	A2	Buchstaben	s	143
1	280	Baseline			1	555	A2	Buchstaben	r	144
1		Test	1	0	1	733	A2	Buchstaben	NaN	1
1	2749	Test	2	2	1	679	A1	Zahlen	s	2
1	570	Test	2	3	1	457	A1	Zahlen	r	3
1	397	Test	1	4	1	435	A1	Zahlen	r	4
1	333	Test	1	1	1	702	A1	Zahlen	r	5
1	335	Test	1	1	1	512	A2	Buchstaben	s	6
1	223	Test	1	1	1	653	A2	Buchstaben	r	7
1	399	Test	1	1	1	485	A2	Buchstaben	r	8
1	510	Test	2	2	1	487	A1	Zahlen	s	9
1	328	Test	2	3	1	401	A1	Zahlen	r	10
1	56	Test	1	4	1	580	A2	Buchstaben	s	11
1	387	Test	2	2	0	473	A1	Zahlen	s	12
1	452	Test	1	4	1	520	A2	Buchstaben	s	13
1	353	Test	2	2	0	394	A2	Buchstaben	r	14
1	1107	Test	1	4	1	651	A2	Buchstaben	r	15
1	364	Test	2	2	1	691	A2	Buchstaben	r	16
1	451	Test	2	3	1	455	A1	Zahlen	s	17
1	290	Test	1	4	1	468	A2	Buchstaben	s	18
1	393	Test	2	2	1	447	A2	Buchstaben	r	19
1	369	Test	2	3	1	544	A1	Zahlen	s	20
1	2058	Test	2	3	1	418	A1	Zahlen	r	21
1	806	Test	1	4	1	491	A2	Buchstaben	s	22
1	229	Test	2	2	1	443	A2	Buchstaben	r	23
1	326	Test	1	4	1	367	A1	Zahlen	s	24
1	405	Test	1	1	1	475	A2	Buchstaben	s	25
1	680	Test	2	2	1	410	A2	Buchstaben	r	26
1	1250	Test	2	3	1	403	A1	Zahlen	s	27
1	353	Test	1	4	1	418	A2	Buchstaben	s	28
1	285	Test	2	2	1	448	A2	Buchstaben	r	29
1	539	Test	1	4	1	683	A1	Zahlen	s	30
1	188	Test	2	2	1	435	A1	Zahlen	r	31
1	246	Test	2	3	1	482	A1	Zahlen	r	32
1	1454	Test	1	4	1	359	A2	Buchstaben	s	33
1	752	Test	2	2	1	535	A2	Buchstaben	r	34
1	1039	Test	2	3	1	402	A1	Zahlen	s	35
1	271	Test	2	3	1	443	A2	Buchstaben	s	36
1	320	Test	2	3	1	569	A1	Zahlen	s	37
1	1689	Test	1	4	0	464	A1	Zahlen	r	38
1	1141	Test	1	1	1	579	A2	Buchstaben	s	39
1	707	Test	1	1	1	444	A2	Buchstaben	r	40
1	360	Test	1	1	1	480	A1	Zahlen	s	41
1	602	Test	1	1	1	424	A1	Zahlen	r	42
1	270	Test	2	2	1	433	A1	Zahlen	r	43
1	286	Test	1	4	1	449	A2	Buchstaben	s	44
1	276	Test	2	2	1	471	A1	Zahlen	s	45
1	354	Test	2	3	1	482	A2	Buchstaben	s	46
1	477	Test	1	4	1	512	A2	Buchstaben	r	47
1	311	Test	2	2	1	489	A1	Zahlen	s	48
1	354	Test	2	3	1	474	A2	Buchstaben	s	49
1	538	Test	1	4	1	451	A2	Buchstaben	r	50
1	413	Test	1	1	0	434	A2	Buchstaben	r	51
1	530	Test	1	1	1	594	A2	Buchstaben	r	52
1	825	Test	1	1	1	573	A2	Buchstaben	r	53
1	315	Test	1	1	1	525	A1	Zahlen	s	54
1	428	Test	1	1	1	577	A2	Buchstaben	s	55
1	328	Test	1	1	1	481	A1	Zahlen	s	56
1	394	Test	2	2	1	456	A1	Zahlen	r	57
1	411	Test	1	4	1	464	A1	Zahlen	r	58
1	325	Test	2	2	1	478	A1	Zahlen	r	59
1	314	Test	2	3	1	436	A1	Zahlen	r	60
1	441	Test	1	4	1	501	A2	Buchstaben	s	61
1	422	Test	2	2	1	459	A1	Zahlen	s	62
1	375	Test	2	3	1	470	A2	Buchstaben	s	63
1	473	Test	1	4	1	596	A2	Buchstaben	r	64
1	1203	Test	1	1	1	463	A2	Buchstaben	r	65
1	516	Test	2	2	1	469	A2	Buchstaben	r	66
1	1264	Test	1	4	1	521	A1	Zahlen	s	67
1	289	Test	2	2	1	515	A1	Zahlen	r	68
1	403	Test	1	4	1	594	A1	Zahlen	r	69
1	752	Test	2	2	1	431	A1	Zahlen	r	70
1	346	Test	2	3	1	586	A2	Buchstaben	s	71
1	1063	Test	2	3	1	529	A2	Buchstaben	r	72
1	337	Test	1	4	1	570	A2	Buchstaben	r	73
1	399	Test	2	2	1	461	A2	Buchstaben	r	74
1	542	Test	1	4	1	422	A1	Zahlen	s	75
1	370	Test	1	1	1	426	A2	Buchstaben	s	76
1	689	Test	1	1	1	467	A2	Buchstaben	r	77
1	549	Test	2	2	1	437	A2	Buchstaben	r	78
1	463	Test	1	4	1	498	A1	Zahlen	s	79
1	374	Test	2	2	1	557	A1	Zahlen	r	80
1	294	Test	2	3	1	384	A2	Buchstaben	s	81
1	200	Test	1	4	1	511	A1	Zahlen	s	82
1	342	Test	2	2	1	510	A2	Buchstaben	s	83
1	351	Test	1	4	1	463	A2	Buchstaben	r	84
1	379	Test	1	1	1	361	A2	Buchstaben	r	85
1	489	Test	1	1	1	427	A1	Zahlen	s	86
1	326	Test	1	1	1	471	A2	Buchstaben	s	87
1	433	Test	2	2	1	550	A1	Zahlen	s	88
1	388	Test	1	4	1	449	A1	Zahlen	r	89
1	364	Test	1	1	1	421	A2	Buchstaben	s	90
1	488	Test	2	2	0	394	A2	Buchstaben	r	91
1	831	Test	2	3	1	603	A1	Zahlen	s	92
1	1153	Test	2	3	0	447	A1	Zahlen	r	93
1	670	Test	1	4	1	537	A1	Zahlen	r	94
1	514	Test	1	1	1	611	A1	Zahlen	r	95
1	1921	Test	1	1	1	366	A2	Buchstaben	s	96
1	300	Test	1	1	1	471	A1	Zahlen	s	97
1	530	Test	2	2	1	474	A2	Buchstaben	s	98
1	374	Test	1	4	1	421	A2	Buchstaben	r	99
1	504	Test	2	2	1	482	A2	Buchstaben	r	100
1	508	Test	2	3	0	614	A2	Buchstaben	r	101
1	587	Test	1	4	1	561	A1	Zahlen	s	102
1	289	Test	1	1	1	452	A1	Zahlen	r	103
1	273	Test	1	1	1	509	A1	Zahlen	r	104
1	535	Test	2	2	1	343	A1	Zahlen	r	105
1	400	Test	1	4	1	494	A2	Buchstaben	s	106
1	551	Test	1	1	1	463	A1	Zahlen	s	107
1	1706	Test	1	1	1	569	A2	Buchstaben	s	108
1	407	Test	2	2	1	492	A2	Buchstaben	r	109
1	508	Test	2	3	1	438	A1	Zahlen	s	110
1	370	Test	1	4	0	538	A1	Zahlen	r	111
1	694	Test	2	2	1	519	A1	Zahlen	r	112
1	266	Test	2	3	1	438	A1	Zahlen	r	113
1	449	Test	1	4	1	405	A1	Zahlen	r	114
1	628	Test	1	1	1	449	A1	Zahlen	r	115
1	1014	Test	2	2	1	522	A2	Buchstaben	s	116
1	619	Test	1	4	1	448	A2	Buchstaben	r	117
1	1334	Test	1	1	1	541	A1	Zahlen	s	118
1	445	Test	2	2	1	401	A1	Zahlen	r	119
1	685	Test	2	3	1	487	A1	Zahlen	r	120
1	248	Test	2	3	1	469	A2	Buchstaben	s	121
1	215	Test	2	3	1	493	A2	Buchstaben	r	122
1	421	Test	1	4	1	531	A2	Buchstaben	r	123
1	354	Test	1	1	1	458	A1	Zahlen	s	124
1	269	Test	1	1	1	672	A2	Buchstaben	s	125
1	355	Test	2	2	1	395	A2	Buchstaben	r	126
1	343	Test	2	3	1	478	A2	Buchstaben	r	127
1	496	Test	2	3	0	522	A1	Zahlen	s	128
1	467	Test	2	3	1	526	A2	Buchstaben	s	129
1	343	Test	2	3	1	535	A2	Buchstaben	r	130
1	358	Test	2	3	1	477	A2	Buchstaben	r	131
1	333	Test	2	3	1	486	A2	Buchstaben	r	132
1	257	Test	2	3	1	589	A1	Zahlen	s	133
1	378	Test	2	3	1	449	A2	Buchstaben	s	134
1	404	Test	1	4	0	514	A2	Buchstaben	r	135
1	364	Test	2	2	1	372	A2	Buchstaben	r	136
1	499	Test	1	4	1	501	A2	Buchstaben	r	137
1	622	Test	1	1	1	514	A2	Buchstaben	r	138
1	291	Test	2	2	1	605	A1	Zahlen	s	139
1	292	Test	1	4	1	415	A1	Zahlen	r	140
1	338	Test	2	2	1	459	A1	Zahlen	r	141
1	359	Test	2	3	1	423	A1	Zahlen	r	142
1	548	Test	1	4	0	508	A1	Zahlen	r	143
1	600	Test	1	1	1	670	A1	Zahlen	r	144
1	335	Test	2	2	1	432	A1	Zahlen	r	145
1	349	Test	2	3	1	525	A2	Buchstaben	s	146
1	372	Test	2	3	1	555	A1	Zahlen	s	147
1	516	Test	1	4	1	525	A2	Buchstaben	s	148
1	563	Test	1	1	1	410	A1	Zahlen	s	149
1	311	Test	2	2	0	425	A2	Buchstaben	s	150
1	1669	Test	1	4	1	677	A1	Zahlen	s	151
1	345	Test	1	1	1	497	A1	Zahlen	r	152
1	403	Test	2	2	1	690	A1	Zahlen	r	153
1	339	Test	1	4	1	356	A1	Zahlen	r	154
1	355	Test	2	2	1	515	A1	Zahlen	r	155
1	324	Test	1	4	1	421	A2	Buchstaben	s	156
1	192	Test	1	1	1	535	A2	Buchstaben	r	157
1	440	Test	2	2	1	500	A2	Buchstaben	r	158
1	428	Test	2	3	1	409	A2	Buchstaben	r	159
1	630	Test	2	3	1	770	A1	Zahlen	s	160
1		Test	1	0	1	563	A1	Zahlen	NaN	1
1	356	Test	2	2	1	468	A1	Zahlen	r	2
1	567	Test	2	3	1	422	A2	Buchstaben	s	3
1	260	Test	1	4	1	567	A2	Buchstaben	r	4
1	253	Test	1	1	1	410	A2	Buchstaben	r	5
1	358	Test	1	1	1	542	A2	Buchstaben	r	6
1	365	Test	1	1	1	373	A2	Buchstaben	r	7
1	364	Test	1	1	1	467	A1	Zahlen	s	8
1	247	Test	2	2	1	611	A1	Zahlen	r	9
1	473	Test	2	3	1	651	A1	Zahlen	r	10
1	304	Test	1	4	1	570	A1	Zahlen	r	11
1	383	Test	2	2	1	398	A1	Zahlen	r	12
1	259	Test	1	4	1	439	A2	Buchstaben	s	13
1	901	Test	2	2	1	438	A1	Zahlen	s	14
1	362	Test	1	4	1	410	A1	Zahlen	r	15
1	598	Test	2	2	1	468	A1	Zahlen	r	16
1	262	Test	2	3	1	490	A1	Zahlen	r	17
1	284	Test	1	4	1	415	A1	Zahlen	r	18
1	373	Test	2	2	1	420	A1	Zahlen	r	19
1	403	Test	2	3	1	441	A1	Zahlen	r	20
1	317	Test	2	3	1	439	A1	Zahlen	r	21
1	668	Test	1	4	1	519	A1	Zahlen	r	22
1	343	Test	2	2	0	463	A2	Buchstaben	s	23
1	403	Test	1	4	1	513	A2	Buchstaben	r	24
1	363	Test	1	1	1	475	A2	Buchstaben	r	25
1	415	Test	2	2	1	404	A2	Buchstaben	r	26
1	347	Test	2	3	1	476	A2	Buchstaben	r	27
1	808	Test	1	4	1	412	A2	Buchstaben	r	28
1	403	Test	2	2	1	529	A2	Buchstaben	r	29
1	289	Test	1	4	0	395	A2	Buchstaben	r	30
1	251	Test	2	2	1	464	A2	Buchstaben	r	31
1	483	Test	2	3	1	541	A1	Zahlen	s	32
1	359	Test	1	4	1	407	A1	Zahlen	r	33
1	365	Test	2	2	1	484	A1	Zahlen	r	34
1	431	Test	2	3	1	467	A1	Zahlen	r	35
1	334	Test	2	3	1	527	A1	Zahlen	r	36
1	421	Test	2	3	1	563	A2	Buchstaben	s	37
1	1667	Test	1	4	1	435	A2	Buchstaben	r	38
1	532	Test	1	1	1	445	A2	Buchstaben	r	39
1	755	Test	1	1	1	473	A2	Buchstaben	r	40
1	565	Test	1	1	1	436	A2	Buchstaben	r	41
1	1160	Test	1	1	1	549	A2	Buchstaben	r	42
1	566	Test	2	2	1	469	A2	Buchstaben	r	43
1	672	Test	1	4	1	514	A1	Zahlen	s	44
1	2171	Test	2	2	0	550	A1	Zahlen	r	45
1	2229	Test	2	3	1	421	A1	Zahlen	r	46
1	435	Test	1	4	1	495	A1	Zahlen	r	47
1	3459	Test	2	2	1	431	A1	Zahlen	r	48
1	426	Test	2	3	1	527	A1	Zahlen	r	49
1	1705	Test	1	4	1	455	A2	Buchstaben	s	50
1	891	Test	1	1	1	556	A1	Zahlen	s	51
1	380	Test	1	1	1	451	A2	Buchstaben	s	52
1	440	Test	1	1	1	428	A1	Zahlen	s	53
1	922	Test	1	1	1	442	A2	Buchstaben	s	54
1	407	Test	1	1	1	717	A1	Zahlen	s	55
1	342	Test	1	1	1	526	A2	Buchstaben	s	56
1	1333	Test	2	2	1	371	A2	Buchstaben	r	57
1	1130	Test	1	4	1	553	A1	Zahlen	s	58
1	648	Test	2	2	1	508	A1	Zahlen	r	59
1	412	Test	2	3	1	593	A1	Zahlen	r	60
