Subject	Choice.RT	Mode	RewN	RSeq	Target.ACC	Target.RT	Task	TaskChoice	Transition	Trialnr
12	458	Test	1	1	1	509	A1	Zahlen	r	131
12	342	Test	1	1	1	510	A1	Zahlen	r	132
12	301	Test	1	1	1	504	A2	Buchstaben	s	133
12	192	Test	1	1	1	446	A2	Buchstaben	r	134
12	314	Test	2	2	1	476	A2	Buchstaben	r	135
12	248	Test	1	4	1	468	A2	Buchstaben	r	136
12	313	Test	2	2	1	442	A1	Zahlen	s	137
12	279	Test	2	3	1	418	A1	Zahlen	r	138
12	333	Test	1	4	1	502	A1	Zahlen	r	139
12	968	Test	2	2	1	470	A1	Zahlen	r	140
12	299	Test	2	3	1	469	A1	Zahlen	r	141
12	294	Test	2	3	1	400	A2	Buchstaben	s	142
12	182	Test	2	3	1	454	A2	Buchstaben	r	143
12	410	Test	2	3	1	431	A1	Zahlen	s	144
12	234	Test	1	4	1	568	A1	Zahlen	r	145
12	853	Test	2	2	1	384	A1	Zahlen	r	146
12	332	Test	2	3	0	389	A1	Zahlen	r	147
12	331	Test	1	4	1	492	A1	Zahlen	r	148
12	279	Test	1	1	0	610	A2	Buchstaben	s	149
12	329	Test	2	2	1	450	A1	Zahlen	s	150
12	279	Test	1	4	1	530	A1	Zahlen	r	151
12	285	Test	2	2	1	489	A1	Zahlen	r	152
12	321	Test	1	4	1	537	A2	Buchstaben	s	153
12	257	Test	2	2	1	325	A2	Buchstaben	r	154
12	294	Test	2	3	1	457	A2	Buchstaben	r	155
12	387	Test	1	4	1	810	A2	Buchstaben	r	156
12	316	Test	2	2	1	406	A2	Buchstaben	r	157
12	573	Test	2	3	0	316	A2	Buchstaben	r	158
12	497	Test	1	4	1	539	A1	Zahlen	s	159
12	1009	Test	2	2	1	373	A2	Buchstaben	s	160
12		Test	1	0	1	3773	A1	Zahlen	NaN	1
12	892	Test	1	1	1	669	A1	Zahlen	r	2
12	1502	Test	1	1	1	621	A2	Buchstaben	s	3
12	314	Test	1	1	1	451	A2	Buchstaben	r	4
12	325	Test	2	2	1	446	A2	Buchstaben	r	5
12	271	Test	2	3	1	483	A1	Zahlen	s	6
12	271	Test	1	4	1	475	A1	Zahlen	r	7
12	294	Test	1	1	1	528	A1	Zahlen	r	8
12	331	Test	2	2	1	500	A1	Zahlen	r	9
12	244	Test	1	4	1	455	A1	Zahlen	r	10
12	269	Test	1	1	1	712	A2	Buchstaben	s	11
12	384	Test	2	2	1	383	A2	Buchstaben	r	12
12	301	Test	1	4	0	487	A2	Buchstaben	r	13
12	385	Test	1	1	1	408	A2	Buchstaben	r	14
12	840	Test	1	1	1	522	A1	Zahlen	s	15
12	396	Test	1	1	1	570	A1	Zahlen	r	16
12	576	Test	1	1	1	470	A2	Buchstaben	s	17
12	369	Test	2	2	1	505	A2	Buchstaben	r	18
12	201	Test	1	4	1	488	A2	Buchstaben	r	19
12	234	Test	1	1	1	399	A2	Buchstaben	r	20
12	356	Test	2	2	1	372	A2	Buchstaben	r	21
12	268	Test	1	4	1	415	A2	Buchstaben	r	22
12	307	Test	1	1	1	469	A1	Zahlen	s	23
12	318	Test	2	2	1	416	A1	Zahlen	r	24
12	324	Test	2	3	1	421	A1	Zahlen	r	25
12	331	Test	1	4	1	468	A2	Buchstaben	s	26
12	734	Test	1	1	1	470	A1	Zahlen	s	27
12	330	Test	1	1	1	595	A1	Zahlen	r	28
12	395	Test	2	2	0	426	A2	Buchstaben	s	29
12	349	Test	1	4	1	517	A2	Buchstaben	r	30
12	286	Test	1	1	1	529	A2	Buchstaben	r	31
12	336	Test	2	2	1	385	A2	Buchstaben	r	32
12	392	Test	1	4	1	487	A2	Buchstaben	r	33
12	471	Test	1	1	1	419	A2	Buchstaben	r	34
12	345	Test	2	2	1	425	A1	Zahlen	s	35
12	276	Test	2	3	1	367	A1	Zahlen	r	36
12	270	Test	2	3	1	466	A1	Zahlen	r	37
12	294	Test	2	3	1	472	A1	Zahlen	r	38
12	506	Test	1	4	1	491	A2	Buchstaben	s	39
12	326	Test	2	2	1	471	A2	Buchstaben	r	40
12	275	Test	2	3	1	486	A2	Buchstaben	r	41
12	743	Test	1	4	1	470	A2	Buchstaben	r	42
12	273	Test	2	2	1	444	A2	Buchstaben	r	43
12	378	Test	2	3	1	457	A1	Zahlen	s	44
12	310	Test	2	3	1	528	A1	Zahlen	r	45
12	169	Test	1	4	1	449	A1	Zahlen	r	46
12	270	Test	1	1	1	562	A2	Buchstaben	s	47
12	239	Test	1	1	1	468	A2	Buchstaben	r	48
12	38	Test	2	2	1	547	A1	Zahlen	s	49
12	284	Test	1	4	1	527	A1	Zahlen	r	50
12	281	Test	2	2	1	340	A1	Zahlen	r	51
12	307	Test	2	3	1	397	A1	Zahlen	r	52
12	368	Test	1	4	1	567	A2	Buchstaben	s	53
12	367	Test	1	1	1	519	A2	Buchstaben	r	54
12	329	Test	2	2	1	402	A2	Buchstaben	r	55
12	663	Test	1	4	1	498	A1	Zahlen	s	56
12	380	Test	2	2	1	427	A2	Buchstaben	s	57
12	321	Test	1	4	1	483	A2	Buchstaben	r	58
12	596	Test	1	1	0	433	A2	Buchstaben	r	59
12	316	Test	2	2	1	438	A2	Buchstaben	r	60
12	308	Test	2	3	1	398	A2	Buchstaben	r	61
12	257	Test	2	3	1	477	A1	Zahlen	s	62
12	290	Test	1	4	0	516	A1	Zahlen	r	63
12	1383	Test	2	2	1	411	A1	Zahlen	r	64
12	264	Test	1	4	1	412	A2	Buchstaben	s	65
12	288	Test	1	1	1	443	A2	Buchstaben	r	66
12	290	Test	1	1	1	484	A2	Buchstaben	r	67
12	310	Test	2	2	0	343	A2	Buchstaben	r	68
12	287	Test	1	4	1	914	A2	Buchstaben	r	69
12	307	Test	1	1	1	509	A2	Buchstaben	r	70
12	510	Test	2	2	1	399	A2	Buchstaben	r	71
12	334	Test	2	3	1	422	A2	Buchstaben	r	72
12	341	Test	2	3	1	445	A2	Buchstaben	r	73
12	255	Test	2	3	1	587	A2	Buchstaben	r	74
12	394	Test	1	4	1	400	A2	Buchstaben	r	75
12	285	Test	1	1	1	472	A1	Zahlen	s	76
12	315	Test	2	2	1	364	A1	Zahlen	r	77
12	345	Test	2	3	1	418	A1	Zahlen	r	78
12	328	Test	2	3	1	433	A1	Zahlen	r	79
12	293	Test	2	3	1	456	A1	Zahlen	r	80
12	290	Test	1	4	1	540	A1	Zahlen	r	81
12	308	Test	2	2	1	454	A2	Buchstaben	s	82
12	578	Test	2	3	1	448	A2	Buchstaben	r	83
12	428	Test	1	4	1	401	A2	Buchstaben	r	84
12	311	Test	1	1	1	497	A1	Zahlen	s	85
12	371	Test	2	2	1	483	A1	Zahlen	r	86
12	219	Test	2	3	1	433	A1	Zahlen	r	87
12	238	Test	2	3	1	395	A1	Zahlen	r	88
12	249	Test	2	3	1	414	A1	Zahlen	r	89
12	98	Test	2	3	1	493	A2	Buchstaben	s	90
12	213	Test	2	3	1	379	A2	Buchstaben	r	91
12	283	Test	2	3	1	431	A2	Buchstaben	r	92
12	349	Test	2	3	1	413	A2	Buchstaben	r	93
12	274	Test	2	3	1	414	A2	Buchstaben	r	94
12	160	Test	1	4	1	457	A2	Buchstaben	r	95
12	214	Test	1	1	1	428	A2	Buchstaben	r	96
12	296	Test	1	1	1	571	A1	Zahlen	s	97
12	271	Test	1	1	1	539	A1	Zahlen	r	98
12	299	Test	2	2	1	622	A2	Buchstaben	s	99
12	288	Test	2	3	1	531	A2	Buchstaben	r	100
12	43	Test	2	3	1	464	A2	Buchstaben	r	101
12	57	Test	2	3	1	462	A2	Buchstaben	r	102
12	215	Test	1	4	1	477	A2	Buchstaben	r	103
12	214	Test	1	1	1	460	A2	Buchstaben	r	104
12	240	Test	2	2	1	405	A2	Buchstaben	r	105
12	233	Test	2	3	1	446	A2	Buchstaben	r	106
12	443	Test	2	3	1	463	A2	Buchstaben	r	107
12	361	Test	1	4	1	529	A2	Buchstaben	r	108
12	330	Test	2	2	1	459	A2	Buchstaben	r	109
12	94	Test	1	4	1	433	A2	Buchstaben	r	110
12	302	Test	2	2	1	441	A2	Buchstaben	r	111
12	68	Test	1	4	1	449	A1	Zahlen	s	112
12	197	Test	2	2	1	435	A1	Zahlen	r	113
12	296	Test	1	4	1	394	A1	Zahlen	r	114
12	287	Test	2	2	1	450	A1	Zahlen	r	115
12	109	Test	1	4	1	446	A1	Zahlen	r	116
12	307	Test	2	2	1	461	A2	Buchstaben	s	117
12	231	Test	2	3	1	420	A2	Buchstaben	r	118
12	209	Test	2	3	1	463	A2	Buchstaben	r	119
12	225	Test	1	4	1	511	A2	Buchstaben	r	120
12	206	Test	1	1	1	460	A2	Buchstaben	r	121
12	305	Test	2	2	1	411	A2	Buchstaben	r	122
12	385	Test	1	4	1	448	A1	Zahlen	s	123
12	91	Test	1	1	1	478	A1	Zahlen	r	124
12	111	Test	1	1	1	457	A1	Zahlen	r	125
12	260	Test	1	1	1	416	A2	Buchstaben	s	126
12	206	Test	1	1	1	452	A1	Zahlen	s	127
12	58	Test	1	1	1	414	A2	Buchstaben	s	128
12	226	Test	1	1	1	535	A1	Zahlen	s	129
12	144	Test	1	1	1	544	A1	Zahlen	r	130
12	215	Test	1	1	1	517	A1	Zahlen	r	131
12	301	Test	1	1	1	479	A1	Zahlen	r	132
12	252	Test	1	1	1	369	A1	Zahlen	r	133
12	270	Test	1	1	1	426	A2	Buchstaben	s	134
12	305	Test	2	2	1	460	A2	Buchstaben	r	135
12	287	Test	1	4	1	498	A2	Buchstaben	r	136
12	234	Test	2	2	0	351	A2	Buchstaben	r	137
12	291	Test	2	3	1	413	A2	Buchstaben	r	138
12	185	Test	1	4	1	464	A2	Buchstaben	r	139
12	99	Test	2	2	1	382	A2	Buchstaben	r	140
12	138	Test	2	3	1	443	A2	Buchstaben	r	141
12	264	Test	2	3	1	460	A2	Buchstaben	r	142
12	375	Test	2	3	1	438	A2	Buchstaben	r	143
12	153	Test	2	3	1	450	A2	Buchstaben	r	144
12	310	Test	1	4	1	472	A2	Buchstaben	r	145
12	266	Test	2	2	1	366	A1	Zahlen	s	146
12	292	Test	2	3	1	598	A1	Zahlen	r	147
12	148	Test	1	4	1	453	A1	Zahlen	r	148
12	258	Test	1	1	1	470	A2	Buchstaben	s	149
12	34	Test	2	2	1	455	A2	Buchstaben	r	150
12	196	Test	1	4	1	467	A2	Buchstaben	r	151
12	407	Test	2	2	1	460	A2	Buchstaben	r	152
12	183	Test	1	4	0	534	A2	Buchstaben	r	153
12	970	Test	2	2	1	400	A2	Buchstaben	r	154
12	125	Test	2	3	1	399	A2	Buchstaben	r	155
12	196	Test	1	4	1	507	A2	Buchstaben	r	156
12	379	Test	2	2	1	546	A2	Buchstaben	r	157
12	376	Test	2	3	1	455	A2	Buchstaben	r	158
12	189	Test	1	4	1	452	A1	Zahlen	s	159
12	305	Test	2	2	1	658	A2	Buchstaben	s	160
12		Test	1	0	1	674	A2	Buchstaben	NaN	1
12	615	Test	1	1	1	404	A2	Buchstaben	r	2
12	32	Test	1	1	1	422	A2	Buchstaben	r	3
12	356	Test	1	1	0	372	A2	Buchstaben	r	4
12	405	Test	2	2	1	379	A2	Buchstaben	r	5
12	240	Test	2	3	1	428	A2	Buchstaben	r	6
12	271	Test	1	4	1	443	A2	Buchstaben	r	7
12	96	Test	1	1	1	499	A1	Zahlen	s	8
12	342	Test	2	2	1	367	A1	Zahlen	r	9
12	126	Test	1	4	0	423	A2	Buchstaben	s	10
12	756	Test	1	1	1	379	A2	Buchstaben	r	11
12	291	Test	2	2	1	405	A2	Buchstaben	r	12
12	299	Test	1	4	1	422	A2	Buchstaben	r	13
12	356	Test	1	1	1	412	A2	Buchstaben	r	14
12	474	Test	1	1	1	469	A2	Buchstaben	r	15
12	238	Test	1	1	1	539	A1	Zahlen	s	16
12	227	Test	1	1	1	432	A1	Zahlen	r	17
12	364	Test	2	2	0	396	A1	Zahlen	r	18
12	158	Test	1	4	1	496	A1	Zahlen	r	19
12	266	Test	1	1	1	446	A1	Zahlen	r	20
12	305	Test	2	2	1	395	A1	Zahlen	r	21
12	175	Test	1	4	1	430	A2	Buchstaben	s	22
12	241	Test	1	1	1	454	A1	Zahlen	s	23
12	289	Test	2	2	1	396	A1	Zahlen	r	24
12	74	Test	2	3	1	421	A1	Zahlen	r	25
12	259	Test	1	4	1	590	A1	Zahlen	r	26
12	318	Test	1	1	1	528	A1	Zahlen	r	27
12	378	Test	1	1	1	465	A1	Zahlen	r	28
12	322	Test	2	2	1	395	A2	Buchstaben	s	29
12	579	Test	1	4	1	561	A1	Zahlen	s	30
12	384	Test	1	1	1	478	A1	Zahlen	r	31
12	287	Test	2	2	1	555	A1	Zahlen	r	32
12	275	Test	1	4	1	495	A1	Zahlen	r	33
12	335	Test	1	1	1	432	A1	Zahlen	r	34
12	277	Test	2	2	1	456	A1	Zahlen	r	35
12	333	Test	2	3	1	486	A1	Zahlen	r	36
12	353	Test	2	3	0	385	A1	Zahlen	r	37
12	277	Test	2	3	1	392	A1	Zahlen	r	38
12	245	Test	1	4	1	449	A2	Buchstaben	s	39
12	268	Test	2	2	1	383	A2	Buchstaben	r	40
12	367	Test	2	3	1	390	A2	Buchstaben	r	41
12	188	Test	1	4	1	443	A2	Buchstaben	r	42
12	670	Test	2	2	1	409	A2	Buchstaben	r	43
12	232	Test	2	3	1	405	A2	Buchstaben	r	44
12	346	Test	2	3	1	426	A2	Buchstaben	r	45
12	320	Test	1	4	1	529	A2	Buchstaben	r	46
12	339	Test	1	1	1	587	A1	Zahlen	s	47
12	183	Test	1	1	1	502	A2	Buchstaben	s	48
12	727	Test	2	2	1	367	A2	Buchstaben	r	49
12	260	Test	1	4	0	496	A1	Zahlen	s	50
12	312	Test	2	2	1	481	A2	Buchstaben	s	51
12	690	Test	2	3	1	435	A2	Buchstaben	r	52
12	294	Test	1	4	1	456	A2	Buchstaben	r	53
12	538	Test	1	1	1	394	A1	Zahlen	s	54
12	330	Test	2	2	0	427	A1	Zahlen	r	55
12	478	Test	1	4	1	448	A1	Zahlen	r	56
12	285	Test	2	2	1	504	A1	Zahlen	r	57
12	235	Test	1	4	1	408	A1	Zahlen	r	58
12	159	Test	1	1	0	615	A1	Zahlen	r	59
12	312	Test	2	2	1	465	A1	Zahlen	r	60
12	305	Test	2	3	1	371	A1	Zahlen	r	61
12	289	Test	2	3	1	427	A2	Buchstaben	s	62
12	80	Test	1	4	1	412	A2	Buchstaben	r	63
12	280	Test	2	2	1	451	A2	Buchstaben	r	64
12	253	Test	1	4	1	410	A2	Buchstaben	r	65
12	294	Test	1	1	0	424	A2	Buchstaben	r	66
12	277	Test	1	1	0	616	A2	Buchstaben	r	67
12	669	Test	2	2	1	408	A2	Buchstaben	r	68
12	1005	Test	1	4	1	513	A2	Buchstaben	r	69
12	451	Test	1	1	1	471	A1	Zahlen	s	70
12	345	Test	2	2	1	449	A1	Zahlen	r	71
12	437	Test	2	3	1	434	A1	Zahlen	r	72
12	125	Test	2	3	1	454	A1	Zahlen	r	73
12	307	Test	2	3	1	468	A2	Buchstaben	s	74
12	609	Test	1	4	1	526	A1	Zahlen	s	75
12	280	Test	1	1	1	483	A2	Buchstaben	s	76
12	350	Test	2	2	1	406	A1	Zahlen	s	77
12	566	Test	2	3	0	429	A2	Buchstaben	s	78
12	635	Test	2	3	1	455	A2	Buchstaben	r	79
12	313	Test	2	3	1	483	A2	Buchstaben	r	80
12	375	Test	1	4	1	549	A1	Zahlen	s	81
12	346	Test	2	2	1	451	A1	Zahlen	r	82
12	318	Test	2	3	1	520	A1	Zahlen	r	83
12	289	Test	1	4	1	483	A1	Zahlen	r	84
12	260	Test	1	1	1	472	A1	Zahlen	r	85
12	372	Test	2	2	1	403	A1	Zahlen	r	86
12	310	Test	2	3	1	424	A1	Zahlen	r	87
12	412	Test	2	3	1	473	A1	Zahlen	r	88
12	588	Test	2	3	1	411	A1	Zahlen	r	89
12	377	Test	2	3	1	400	A1	Zahlen	r	90
12	365	Test	2	3	1	509	A1	Zahlen	r	91
12	368	Test	2	3	1	431	A1	Zahlen	r	92
12	314	Test	2	3	1	436	A1	Zahlen	r	93
12	305	Test	2	3	1	419	A1	Zahlen	r	94
12	135	Test	1	4	1	576	A2	Buchstaben	s	95
12	198	Test	1	1	1	412	A2	Buchstaben	r	96
12	88	Test	1	1	1	547	A1	Zahlen	s	97
12	161	Test	1	1	1	441	A1	Zahlen	r	98
12	94	Test	2	2	0	489	A1	Zahlen	r	99
12	196	Test	2	3	1	467	A1	Zahlen	r	100
12	167	Test	2	3	1	424	A1	Zahlen	r	101
12	126	Test	2	3	0	463	A1	Zahlen	r	102
12	193	Test	1	4	1	399	A2	Buchstaben	s	103
12	339	Test	1	1	1	427	A2	Buchstaben	r	104
12	240	Test	2	2	1	420	A2	Buchstaben	r	105
12	239	Test	2	3	1	508	A2	Buchstaben	r	106
12	428	Test	2	3	1	401	A2	Buchstaben	r	107
12	319	Test	1	4	1	489	A2	Buchstaben	r	108
12	307	Test	2	2	1	357	A2	Buchstaben	r	109
12	214	Test	1	4	1	588	A2	Buchstaben	r	110
12	347	Test	2	2	1	331	A1	Zahlen	s	111
12	114	Test	1	4	1	428	A2	Buchstaben	s	112
12	531	Test	2	2	1	411	A1	Zahlen	s	113
12	608	Test	1	4	1	477	A1	Zahlen	r	114
12	313	Test	2	2	1	355	A1	Zahlen	r	115
12	186	Test	1	4	0	601	A1	Zahlen	r	116
12	543	Test	2	2	1	430	A2	Buchstaben	s	117
12	299	Test	2	3	1	366	A2	Buchstaben	r	118
12	390	Test	2	3	1	428	A2	Buchstaben	r	119
12	314	Test	1	4	1	420	A2	Buchstaben	r	120
12	354	Test	1	1	1	491	A1	Zahlen	s	121
12	294	Test	2	2	1	465	A1	Zahlen	r	122
12	267	Test	1	4	1	543	A2	Buchstaben	s	123
12	310	Test	1	1	1	494	A1	Zahlen	s	124
12	400	Test	1	1	1	478	A2	Buchstaben	s	125
12	288	Test	1	1	1	523	A2	Buchstaben	r	126
12	283	Test	1	1	1	438	A2	Buchstaben	r	127
12	296	Test	1	1	1	467	A2	Buchstaben	r	128
12	342	Test	1	1	1	487	A2	Buchstaben	r	129
12	352	Test	1	1	1	400	A2	Buchstaben	r	130
12	372	Test	1	1	0	355	A2	Buchstaben	r	131
12	254	Test	1	1	1	491	A2	Buchstaben	r	132
12	61	Test	1	1	1	561	A1	Zahlen	s	133
12	105	Test	1	1	1	507	A1	Zahlen	r	134
12	84	Test	2	2	1	512	A1	Zahlen	r	135
12	306	Test	1	4	1	452	A2	Buchstaben	s	136
12	305	Test	2	2	1	371	A2	Buchstaben	r	137
12	339	Test	2	3	0	460	A2	Buchstaben	r	138
12	341	Test	1	4	1	469	A2	Buchstaben	r	139
12	311	Test	2	2	1	441	A2	Buchstaben	r	140
12	199	Test	2	3	1	469	A2	Buchstaben	r	141
12	408	Test	2	3	1	469	A2	Buchstaben	r	142
12	335	Test	2	3	1	464	A2	Buchstaben	r	143
12	386	Test	2	3	0	440	A1	Zahlen	s	144
12	910	Test	1	4	1	534	A2	Buchstaben	s	145
12	325	Test	2	2	1	446	A2	Buchstaben	r	146
12	339	Test	2	3	1	427	A2	Buchstaben	r	147
12	334	Test	1	4	1	479	A2	Buchstaben	r	148
12	273	Test	1	1	1	476	A2	Buchstaben	r	149
12	341	Test	2	2	1	469	A2	Buchstaben	r	150
12	290	Test	1	4	1	484	A1	Zahlen	s	151
12	422	Test	2	2	1	483	A1	Zahlen	r	152
12	343	Test	1	4	1	535	A1	Zahlen	r	153
12	288	Test	2	2	1	419	A1	Zahlen	r	154
12	200	Test	2	3	1	438	A1	Zahlen	r	155
12	333	Test	1	4	1	470	A1	Zahlen	r	156
12	376	Test	2	2	1	358	A2	Buchstaben	s	157
12	284	Test	2	3	1	488	A2	Buchstaben	r	158
12	512	Test	1	4	1	522	A1	Zahlen	s	159
12	386	Test	2	2	1	401	A2	Buchstaben	s	160
13		Baseline			1	543	A2	Buchstaben	NaN	1
13	383	Baseline			0	478	A2	Buchstaben	r	2
13	753	Baseline			1	552	A2	Buchstaben	r	3
13	375	Baseline			1	678	A1	Zahlen	s	4
13	425	Baseline			1	599	A2	Buchstaben	s	5
13	412	Baseline			1	482	A2	Buchstaben	r	6
13	646	Baseline			1	713	A2	Buchstaben	r	7
13	361	Baseline			1	513	A1	Zahlen	s	8
13	364	Baseline			1	459	A2	Buchstaben	s	9
13	592	Baseline			1	621	A2	Buchstaben	r	10
13	434	Baseline			1	463	A1	Zahlen	s	11
13	344	Baseline			1	513	A2	Buchstaben	s	12
13	347	Baseline			1	539	A1	Zahlen	s	13
13	385	Baseline			1	544	A1	Zahlen	r	14
13	473	Baseline			0	812	A1	Zahlen	r	15
13	412	Baseline			1	553	A1	Zahlen	r	16
13	290	Baseline			1	564	A2	Buchstaben	s	17
13	370	Baseline			1	546	A2	Buchstaben	r	18
13	465	Baseline			1	548	A1	Zahlen	s	19
13	446	Baseline			1	506	A2	Buchstaben	s	20
13	489	Baseline			1	515	A2	Buchstaben	r	21
13	567	Baseline			1	470	A2	Buchstaben	r	22
13	346	Baseline			1	634	A1	Zahlen	s	23
13	422	Baseline			1	515	A2	Buchstaben	s	24
13	435	Baseline			1	494	A2	Buchstaben	r	25
13	553	Baseline			1	560	A1	Zahlen	s	26
13	278	Baseline			1	746	A2	Buchstaben	s	27
13	355	Baseline			1	627	A2	Buchstaben	r	28
13	328	Baseline			1	505	A2	Buchstaben	r	29
13	355	Baseline			1	515	A2	Buchstaben	r	30
13	486	Baseline			1	465	A1	Zahlen	s	31
13	394	Baseline			1	776	A1	Zahlen	r	32
13	335	Baseline			0	480	A1	Zahlen	r	33
13	508	Baseline			1	557	A2	Buchstaben	s	34
13	490	Baseline			1	620	A1	Zahlen	s	35
13	346	Baseline			1	507	A2	Buchstaben	s	36
13	374	Baseline			1	612	A2	Buchstaben	r	37
13	290	Baseline			1	516	A2	Buchstaben	r	38
13	375	Baseline			1	534	A1	Zahlen	s	39
13	382	Baseline			1	540	A2	Buchstaben	s	40
13	517	Baseline			1	518	A1	Zahlen	s	41
13	437	Baseline			1	546	A2	Buchstaben	s	42
13	361	Baseline			1	529	A2	Buchstaben	r	43
13	368	Baseline			1	568	A2	Buchstaben	r	44
13	384	Baseline			1	575	A1	Zahlen	s	45
13	356	Baseline			1	644	A1	Zahlen	r	46
13	286	Baseline			0	521	A1	Zahlen	r	47
13	505	Baseline			1	475	A2	Buchstaben	s	48
13	285	Baseline			1	497	A1	Zahlen	s	49
13	353	Baseline			1	497	A1	Zahlen	r	50
13	524	Baseline			1	685	A1	Zahlen	r	51
13	350	Baseline			1	782	A2	Buchstaben	s	52
13	435	Baseline			1	560	A1	Zahlen	s	53
13	414	Baseline			1	508	A2	Buchstaben	s	54
13	412	Baseline			1	457	A1	Zahlen	s	55
13	357	Baseline			1	532	A1	Zahlen	r	56
13	445	Baseline			1	681	A2	Buchstaben	s	57
13	436	Baseline			1	480	A2	Buchstaben	r	58
13	397	Baseline			1	563	A2	Buchstaben	r	59
13	474	Baseline			1	604	A1	Zahlen	s	60
13	472	Baseline			1	603	A2	Buchstaben	s	61
13	367	Baseline			1	598	A1	Zahlen	s	62
13	363	Baseline			1	610	A1	Zahlen	r	63
13	359	Baseline			1	655	A1	Zahlen	r	64
13	537	Baseline			1	546	A1	Zahlen	r	65
13	392	Baseline			1	702	A2	Buchstaben	s	66
13	297	Baseline			1	516	A1	Zahlen	s	67
13	571	Baseline			1	762	A2	Buchstaben	s	68
13	554	Baseline			1	641	A1	Zahlen	s	69
13	533	Baseline			1	541	A1	Zahlen	r	70
13	491	Baseline			1	517	A1	Zahlen	r	71
13	293	Baseline			1	696	A2	Buchstaben	s	72
13	329	Baseline			1	562	A1	Zahlen	s	73
13	320	Baseline			1	474	A1	Zahlen	r	74
13	438	Baseline			1	571	A1	Zahlen	r	75
13	578	Baseline			1	584	A1	Zahlen	r	76
13	558	Baseline			1	509	A1	Zahlen	r	77
13	381	Baseline			1	556	A2	Buchstaben	s	78
13	371	Baseline			1	531	A1	Zahlen	s	79
13	605	Baseline			1	450	A1	Zahlen	r	80
13	447	Baseline			0	547	A2	Buchstaben	s	81
13	638	Baseline			1	714	A1	Zahlen	s	82
13	330	Baseline			1	643	A1	Zahlen	r	83
13	392	Baseline			0	541	A1	Zahlen	r	84
13	637	Baseline			1	648	A1	Zahlen	r	85
13	299	Baseline			1	589	A2	Buchstaben	s	86
13	508	Baseline			1	533	A1	Zahlen	s	87
13	486	Baseline			1	536	A1	Zahlen	r	88
13	352	Baseline			1	528	A1	Zahlen	r	89
13	584	Baseline			1	590	A2	Buchstaben	s	90
13	581	Baseline			1	587	A1	Zahlen	s	91
13	825	Baseline			1	644	A2	Buchstaben	s	92
13	530	Baseline			1	563	A2	Buchstaben	r	93
13	348	Baseline			1	532	A2	Buchstaben	r	94
13	414	Baseline			0	491	A1	Zahlen	s	95
13	528	Baseline			1	545	A2	Buchstaben	s	96
13	514	Baseline			1	556	A1	Zahlen	s	97
13	330	Baseline			1	499	A1	Zahlen	r	98
13	552	Baseline			1	543	A1	Zahlen	r	99
13	305	Baseline			1	675	A1	Zahlen	r	100
13	340	Baseline			0	789	A1	Zahlen	r	101
13	322	Baseline			1	844	A1	Zahlen	r	102
13	337	Baseline			0	642	A2	Buchstaben	s	103
13	423	Baseline			1	972	A1	Zahlen	s	104
13	482	Baseline			1	540	A2	Buchstaben	s	105
13	461	Baseline			1	560	A2	Buchstaben	r	106
13	414	Baseline			1	620	A1	Zahlen	s	107
13	1160	Baseline			1	637	A1	Zahlen	r	108
13	386	Baseline			1	633	A1	Zahlen	r	109
13	291	Baseline			1	493	A1	Zahlen	r	110
13	398	Baseline			1	532	A1	Zahlen	r	111
13	566	Baseline			1	701	A1	Zahlen	r	112
13	343	Baseline			1	503	A2	Buchstaben	s	113
13	481	Baseline			1	619	A1	Zahlen	s	114
13	504	Baseline			1	570	A2	Buchstaben	s	115
13	568	Baseline			1	543	A1	Zahlen	s	116
13	525	Baseline			1	550	A2	Buchstaben	s	117
13	492	Baseline			1	766	A1	Zahlen	s	118
13	524	Baseline			1	548	A2	Buchstaben	s	119
13	570	Baseline			1	513	A1	Zahlen	s	120
13	498	Baseline			1	547	A2	Buchstaben	s	121
13	322	Baseline			1	540	A2	Buchstaben	r	122
13	532	Baseline			1	492	A2	Buchstaben	r	123
13	384	Baseline			1	615	A2	Buchstaben	r	124
13	331	Baseline			1	540	A1	Zahlen	s	125
13	461	Baseline			1	728	A2	Buchstaben	s	126
13	345	Baseline			1	649	A1	Zahlen	s	127
13	381	Baseline			1	564	A2	Buchstaben	s	128
13	356	Baseline			1	564	A2	Buchstaben	r	129
13	477	Baseline			1	471	A2	Buchstaben	r	130
13	419	Baseline			1	488	A2	Buchstaben	r	131
13	395	Baseline			1	721	A2	Buchstaben	r	132
13	464	Baseline			1	555	A2	Buchstaben	r	133
13	436	Baseline			1	504	A1	Zahlen	s	134
13	664	Baseline			1	539	A2	Buchstaben	s	135
13	338	Baseline			1	643	A1	Zahlen	s	136
13	296	Baseline			1	610	A1	Zahlen	r	137
13	55	Baseline			1	572	A1	Zahlen	r	138
13	490	Baseline			1	436	A1	Zahlen	r	139
13	504	Baseline			1	554	A1	Zahlen	r	140
13	401	Baseline			1	567	A2	Buchstaben	s	141
13	381	Baseline			1	476	A1	Zahlen	s	142
13	292	Baseline			1	503	A2	Buchstaben	s	143
13	481	Baseline			1	500	A1	Zahlen	s	144
13		Baseline			1	576	A1	Zahlen	NaN	1
13	248	Baseline			1	797	A2	Buchstaben	s	2
13	283	Baseline			1	294	A2	Buchstaben	r	3
13	784	Baseline			1	478	A2	Buchstaben	r	4
