subj	block	trial	task_cue	task	choice_resp	choiceRT	choice_acc	topnum	topsize	botnum	botsize	cong	task_resp	taskRT	task_acc	RSI	CSI	altRep	E1
128	5	38	P	P	f	685.73	1	3	56	7	24	i	j	969.73	1	1000	1000	1	0
128	5	39	P	P	f	401.95	1	2	56	8	24	i	j	869.34	1	1000	1000	0	0
128	5	40	N	N	d	2270.81	0	9	56	4	24	c	j	902.88	1	100	1000	1	0
128	5	41	P	P	f	602.55	1	2	24	9	56	c	n	868.62	1	1000	100	1	0
128	5	42	P	P	f	552.26	1	9	56	4	24	c	j	902.52	1	100	100	0	0
128	5	43	N	N	d	1269.85	0	8	24	3	56	i	j	1286.61	1	1000	100	1	0
128	5	44	N	N	d	452.42	0	4	24	8	56	c	n	1136.45	1	1000	100	0	0
128	5	45	N	N	d	402.33	0	2	56	8	24	i	n	919.49	1	1000	1000	0	0
128	5	46	P	P	f	1052.81	1	9	24	4	56	i	n	1386.54	1	1000	1000	1	0
128	5	47	P	P	f	1085.84	1	7	24	2	56	i	n	1102.86	1	100	1000	0	0
128	5	48	N	N	f	552.36	0	4	24	9	56	c	n	1503.14	1	100	1000	1	0
128	5	49	P	P	f	1120.14	1	2	56	9	24	i	j	1953.93	1	100	100	1	0
128	5	50	P	P	f	751.69	1	3	24	9	56	c	n	1636.7	1	1000	1000	0	0
128	5	51	N	N	d	903.04	0	2	24	8	56	c	n	1203.14	1	1000	100	1	0
128	5	52	N	N	d	569.2	0	8	24	4	56	i	j	1219.72	1	100	1000	0	0
128	5	53	P	P	f	1420.46	1	7	24	3	56	i	n	1169.45	1	100	1000	1	0
128	5	54	N	N	d	1036.43	0	2	24	9	56	c	n	1153.11	1	100	100	1	0
128	5	55	N	N	d	668.7	0	8	24	4	56	i	j	1253.24	1	1000	100	0	0
128	5	56	N	N	d	802.64	0	2	56	8	24	i	n	1236.63	1	100	100	0	0
128	5	57	N	N	d	936.2	0	9	56	3	24	c	j	1337.51	1	100	100	0	0
128	5	58	N	N	d	802.48	0	8	24	4	56	i	j	1236.79	1	100	100	0	0
128	5	59	N	N	d	802.5	0	3	56	8	24	i	n	2788.24	1	1000	100	0	0
128	5	60	P	P	f	919.23	1	8	24	4	56	i	n	1203.54	1	100	100	1	0
128	5	61	N	N	d	1553.77	0	3	24	7	56	c	n	2354.59	1	1000	1000	1	0
128	5	62	P	P	f	785.63	1	2	24	7	56	c	n	886.13	1	100	1000	1	0
128	5	63	N	N	d	1053.16	0	4	56	7	24	i	n	1102.89	1	1000	100	1	0
128	5	64	P	P	f	819.3	1	9	24	2	56	i	n	1135.06	1	1000	100	1	0
128	5	65	P	P	f	869.44	1	3	56	9	24	i	j	952.77	1	100	100	0	0
128	6	1	N	N	d	1302.96	0	4	24	9	56	c	n	1252.91	1	1000	1000	-1	0
128	6	2	P	P	f	1002.92	1	9	56	2	24	c	j	970.52	1	1000	1000	1	0
128	6	3	N	N	d	719.41	0	4	24	8	56	c	n	1003.06	1	1000	100	1	0
128	6	4	P	P	f	1334.6	1	7	24	2	56	i	n	1636.73	1	100	1000	1	0
128	6	5	P	P	f	784.67	1	3	24	9	56	c	n	868.9	1	1000	1000	0	0
128	6	6	P	P	f	1202.98	1	9	56	4	24	c	j	1119.82	1	100	100	0	0
128	6	7	P	P	f	952.94	1	3	56	9	24	i	j	986.63	1	100	100	0	0
128	6	8	N	N	d	1469.92	0	2	24	9	56	c	n	902.82	1	100	1000	1	0
128	6	9	P	P	f	885.77	1	9	24	4	56	i	n	1053.41	1	100	100	1	0
128	6	10	N	N	d	886.06	0	8	24	3	56	i	j	902.95	1	1000	1000	1	0
128	6	11	N	N	d	534.34	0	7	24	4	56	i	j	1220.21	1	100	100	0	0
128	6	12	P	P	f	586.0	1	3	24	7	56	c	n	935.93	1	100	100	1	0
128	6	13	N	N	d	569.14	0	2	56	8	24	i	n	1002.77	1	100	100	1	0
128	6	14	N	N	d	535.57	0	8	24	3	56	i	j	1036.45	1	1000	1000	0	0
128	6	15	P	P	f	769.27	1	8	56	4	24	c	j	769.34	1	100	1000	1	0
128	6	16	N	N	d	735.75	0	8	24	3	56	i	j	852.95	1	100	1000	1	0
128	6	17	N	N	d	736.08	0	4	56	8	24	i	n	1103.13	1	1000	100	0	0
128	6	18	P	P	f	836.0	1	2	56	9	24	i	j	2120.73	1	100	1000	1	0
128	6	19	P	P	f	11180.92	1	7	56	4	24	c	j	1369.46	1	100	1000	0	0
128	6	20	P	P	f	969.46	1	3	24	8	56	c	n	1352.51	1	1000	100	0	0
128	6	21	N	N	d	867.68	0	4	56	8	24	i	n	1269.69	1	1000	100	1	0
128	6	22	P	P	f	802.22	1	2	56	9	24	i	j	1019.4	1	1000	1000	1	0
128	6	23	P	P	f	6259.31	1	7	24	3	56	i	n	902.43	1	100	1000	0	0
128	6	24	P	P	f	1770.55	1	2	24	7	56	c	n	1035.96	1	100	100	0	0
128	6	25	N	N	d	1069.89	0	7	56	4	24	c	j	1436.85	1	1000	1000	1	0
128	6	26	P	P	f	1754.16	1	2	56	7	24	i	j	1370.11	1	100	100	1	0
128	6	27	P	P	f	819.17	1	8	24	4	56	i	n	986.6	1	1000	100	0	0
128	6	28	N	N	d	934.64	0	8	24	2	56	i	j	1120.7	1	100	100	1	0
128	6	29	N	N	d	735.21	0	4	56	7	24	i	n	1136.56	1	100	1000	0	0
128	6	30	N	N	d	918.98	0	9	56	2	24	c	j	1336.85	1	100	100	0	0
128	6	31	P	P	f	1553.05	1	7	56	3	24	c	j	1136.24	1	1000	100	1	0
128	6	32	P	P	f	1253.12	1	7	56	2	24	c	j	935.97	1	1000	100	0	0
128	6	33	P	P	f	819.34	1	9	24	4	56	i	n	1369.97	1	100	100	0	0
128	6	34	N	N	d	935.87	0	3	56	9	24	i	n	1169.48	1	100	1000	1	0
128	6	35	P	P	f	802.8	1	2	24	8	56	c	n	886.0	1	1000	1000	1	0
128	6	36	N	N	d	819.47	0	9	56	3	24	c	j	1086.43	1	100	100	1	0
128	6	37	N	N	d	1086.7	0	9	56	4	24	c	j	2120.93	1	1000	1000	0	0
128	6	38	N	N	d	1252.72	0	3	56	8	24	i	n	952.79	1	100	100	0	0
128	6	39	N	N	d	869.53	0	9	56	4	24	c	j	1470.15	1	100	1000	0	0
128	6	40	N	N	d	1002.56	0	3	24	7	56	c	n	1503.65	1	100	100	0	0
128	6	41	P	P	f	869.36	1	7	56	4	24	c	j	1052.99	1	100	100	1	0
128	6	42	P	P	f	869.32	1	3	24	7	56	c	n	819.26	1	100	1000	0	0
128	6	43	P	P	f	1085.95	1	2	56	8	24	i	j	1787.21	1	1000	1000	0	0
128	6	44	N	N	d	1002.32	0	3	56	9	24	i	n	1186.81	1	1000	1000	1	0
128	6	45	N	N	d	936.13	0	8	56	2	24	c	j	1736.85	1	1000	100	0	0
128	6	46	P	P	f	702.57	1	7	24	3	56	i	n	1236.36	1	1000	100	1	0
128	6	47	P	P	f	702.61	1	2	56	9	24	i	j	1086.39	1	1000	100	0	0
128	6	48	P	P	f	701.47	1	8	24	4	56	i	n	852.47	1	1000	1000	0	0
128	6	49	N	N	d	902.92	0	8	56	3	24	c	j	1119.11	1	100	1000	1	0
128	6	50	N	N	d	885.61	0	9	24	2	56	i	j	2170.53	1	100	1000	0	0
128	6	51	N	N	d	884.89	0	3	56	8	24	i	n	1086.19	1	1000	1000	0	0
128	6	52	P	P	f	1236.73	1	2	24	8	56	c	n	952.71	1	1000	100	1	0
128	6	53	P	P	f	1336.65	1	9	56	3	24	c	j	1402.58	1	1000	1000	0	0
128	6	54	N	N	d	952.55	0	7	56	4	24	c	j	1953.64	1	1000	100	1	0
128	6	55	P	P	f	869.7	1	2	24	7	56	c	n	902.57	1	100	1000	1	0
128	6	56	P	P	f	802.98	1	3	56	9	24	i	j	936.0	1	100	1000	0	0
128	6	57	N	N	d	802.26	0	8	24	4	56	i	j	1536.03	1	1000	100	1	0
128	6	58	P	P	f	819.56	1	2	56	7	24	i	j	935.08	1	1000	100	1	0
128	6	59	N	N	d	1002.98	0	3	24	9	56	c	n	1002.84	1	1000	1000	1	0
128	6	60	N	N	d	969.52	0	4	24	8	56	c	n	1236.6	1	1000	1000	0	0
128	6	61	P	P	f	936.52	1	9	24	2	56	i	n	1486.98	1	1000	1000	1	0
128	6	62	N	N	d	902.85	0	4	24	8	56	c	n	1036.53	1	100	100	1	0
128	6	63	N	N	d	869.26	0	2	24	7	56	c	n	1351.59	1	1000	100	0	0
128	6	64	N	N	d	985.86	0	8	24	3	56	i	j	1053.65	1	1000	100	0	0
128	6	65	N	N	d	1119.4	0	2	24	8	56	c	n	1086.31	1	100	1000	0	0
