subj	block	trial	task_cue	task	choice_resp	choiceRT	choice_acc	topnum	topsize	botnum	botsize	cong	task_resp	taskRT	task_acc	RSI	CSI	altRep	E1
184	5	37	N	N	f	371.64	0	9	24	4	56	i	j	540.15	1	1000	100	1	0
184	5	38	N	N	f	756.41	0	7	56	3	24	c	j	811.94	1	100	100	0	0
184	5	39	N	N	f	501.15	0	2	24	9	56	c	n	732.72	1	1000	1000	0	0
184	5	40	N	N	f	482.11	0	3	56	9	24	i	n	686.61	1	1000	100	0	0
184	5	41	N	N	f	571.32	0	7	56	4	24	c	j	663.77	1	1000	100	0	0
184	5	42	N	N	f	570.49	0	7	56	2	24	c	j	841.69	1	1000	1000	0	0
184	5	43	P	P	d	768.07	1	4	56	9	24	i	j	941.33	1	1000	1000	1	0
184	5	44	N	N	f	2352.68	0	7	24	3	56	i	j	507.09	1	1000	1000	1	0
184	5	45	P	P	d	587.45	1	2	24	9	56	c	n	1226.0	1	100	100	1	0
184	5	46	N	N	f	1129.43	0	3	24	9	56	c	n	704.34	1	100	100	1	0
184	5	47	N	N	f	1990.32	0	2	24	9	56	c	n	507.5	1	1000	100	0	0
184	5	48	N	N	f	519.69	0	8	24	4	56	i	j	1010.22	1	1000	100	0	0
184	5	49	P	P	d	882.33	1	2	24	7	56	c	n	697.47	1	1000	100	1	0
184	5	50	N	N	f	639.31	0	4	24	7	56	c	n	1339.15	1	100	1000	1	0
184	5	51	P	P	d	1563.34	1	8	56	3	24	c	j	1177.15	1	1000	1000	1	0
184	5	52	P	P	d	746.46	1	9	56	4	24	c	j	974.77	1	1000	1000	0	0
184	5	53	P	P	d	678.39	1	9	56	2	24	c	j	906.79	1	100	100	0	0
184	5	54	N	N	f	1002.23	0	4	24	7	56	c	n	2234.77	1	1000	1000	1	0
184	5	55	N	N	f	585.37	0	3	56	9	24	i	n	570.75	1	100	1000	0	0
184	5	56	P	P	d	1001.05	1	4	56	8	24	i	j	573.67	1	100	1000	1	0
184	5	57	N	N	f	609.29	0	2	24	9	56	c	n	792.9	1	1000	100	1	0
184	5	58	P	P	d	657.02	1	9	24	3	56	i	n	1801.03	1	100	1000	1	0
184	5	59	P	P	d	494.57	1	7	24	4	56	i	n	568.61	1	1000	1000	0	0
184	5	60	N	N	f	817.59	0	9	56	2	24	c	j	799.56	1	1000	1000	1	0
184	5	61	N	N	f	427.33	0	9	24	4	56	i	j	850.02	1	100	100	0	0
184	5	62	N	N	f	416.57	0	8	24	3	56	i	j	641.8	1	100	1000	0	0
184	5	63	N	N	f	543.6	0	9	56	2	24	c	j	533.71	1	100	1000	0	0
184	5	64	N	N	f	496.58	0	3	24	9	56	c	n	457.47	1	100	1000	0	0
184	5	65	P	P	d	700.42	1	8	56	2	24	c	j	541.48	1	100	100	1	0
184	6	1	P	P	d	1296.8	1	9	56	3	24	c	j	958.74	1	100	100	-1	0
184	6	2	P	P	d	593.1	1	2	24	8	56	c	n	466.21	1	1000	1000	0	0
184	6	3	N	N	f	607.5	0	3	24	9	56	c	n	441.8	1	100	100	1	0
184	6	4	N	N	f	733.87	0	8	24	2	56	i	j	709.5	1	1000	1000	0	0
184	6	5	P	P	d	510.92	1	3	24	7	56	c	n	579.95	1	1000	100	1	0
184	6	6	P	P	d	390.85	1	2	24	8	56	c	n	453.43	1	100	100	0	0
184	6	7	N	N	f	583.73	0	4	56	9	24	i	n	843.47	1	100	1000	1	0
184	6	8	P	P	d	510.84	1	8	24	2	56	i	n	738.62	1	1000	100	1	0
184	6	9	N	N	f	538.85	0	4	56	8	24	i	n	552.19	1	1000	100	1	0
184	6	10	P	P	d	1155.19	1	2	56	8	24	i	j	528.38	1	1000	1000	1	0
184	6	11	P	P	d	574.54	1	3	24	8	56	c	n	543.58	1	1000	100	0	0
184	6	12	P	P	d	544.95	1	7	24	4	56	i	n	907.77	1	1000	100	0	0
184	6	13	P	P	d	462.97	1	7	24	3	56	i	n	715.6	1	1000	1000	0	0
184	6	14	N	N	f	651.65	0	4	24	7	56	c	n	559.32	1	1000	100	1	0
184	6	15	N	N	f	431.25	0	8	56	3	24	c	j	572.39	1	1000	1000	0	0
184	6	16	N	N	f	517.62	0	8	24	2	56	i	j	789.51	1	1000	100	0	0
184	6	17	P	P	d	630.42	1	7	24	3	56	i	n	503.29	1	1000	1000	1	0
184	6	18	P	P	d	628.89	1	9	56	2	24	c	j	614.28	1	100	100	0	0
184	6	19	P	P	d	594.41	1	8	56	3	24	c	j	545.98	1	1000	100	0	0
184	6	20	P	P	d	582.06	1	9	24	2	56	i	n	697.17	1	100	100	0	0
184	6	21	N	N	f	560.51	0	8	24	4	56	i	j	770.99	1	100	100	1	0
184	6	22	N	N	f	517.47	0	3	24	9	56	c	n	530.31	1	100	100	0	0
184	6	23	N	N	f	549.12	0	9	56	2	24	c	j	527.67	1	100	1000	0	0
184	6	24	N	N	f	545.57	0	3	24	7	56	c	n	660.03	1	1000	1000	0	0
184	6	25	N	N	f	454.75	0	4	56	7	24	i	n	945.25	1	100	100	0	0
184	6	26	P	P	d	670.9	1	9	24	3	56	i	n	1271.05	1	100	100	1	0
184	6	27	N	N	f	887.37	0	2	56	8	24	i	n	887.64	1	100	100	1	0
184	6	28	P	P	d	720.04	1	3	56	9	24	i	n	718.8	0	100	100	1	0
184	6	29	P	P	d	1054.59	1	2	24	9	56	c	n	786.13	1	100	1000	0	1
184	6	30	N	N	f	627.34	0	3	56	7	24	i	n	1073.48	1	1000	1000	1	0
184	6	31	N	N	f	744.9	0	2	56	9	24	i	n	1051.76	1	100	1000	0	0
184	6	32	N	N	f	850.77	0	3	56	7	24	i	n	1451.9	1	1000	1000	0	0
184	6	33	P	P	d	675.66	1	9	56	4	24	c	j	937.56	1	1000	1000	1	0
184	6	34	N	N	f	1066.41	0	7	24	3	56	i	j	1429.66	1	1000	100	1	0
184	6	35	P	P	d	2155.16	1	4	24	7	56	c	n	1280.4	1	1000	1000	1	0
184	6	36	P	P	d	850.85	1	2	56	7	24	i	j	1260.25	1	1000	1000	0	0
184	6	37	N	N	f	442.92	0	7	56	3	24	c	j	1895.74	1	1000	100	1	0
184	6	38	N	N	f	703.48	0	4	24	9	56	c	n	515.05	1	100	1000	0	0
184	6	39	P	P	d	596.45	1	3	24	8	56	c	n	773.69	1	100	100	1	0
184	6	40	N	N	f	450.77	0	4	24	9	56	c	n	445.68	1	1000	1000	1	0
184	6	41	P	P	d	401.5	1	2	56	9	24	i	j	963.56	1	100	1000	1	0
184	6	42	P	P	d	571.14	1	4	56	8	24	i	j	979.46	1	100	100	0	0
184	6	43	P	P	d	490.71	1	7	24	3	56	i	n	778.25	1	100	1000	0	0
184	6	44	P	P	d	658.4	1	9	56	4	24	c	j	464.78	1	1000	1000	0	0
184	6	45	N	N	f	819.5	0	8	56	2	24	c	j	853.06	1	100	1000	1	0
184	6	46	N	N	f	391.67	0	7	24	4	56	i	j	1094.79	1	100	100	0	0
184	6	47	P	P	d	704.61	1	9	56	2	24	c	j	831.3	1	100	1000	1	0
184	6	48	N	N	f	527.18	0	7	56	3	24	c	j	523.81	1	100	100	1	0
184	6	49	P	P	d	664.84	1	2	56	9	24	i	j	933.25	1	1000	100	1	0
184	6	50	N	N	f	629.37	0	7	56	4	24	c	j	985.34	1	1000	1000	1	0
184	6	51	N	N	f	795.46	0	2	24	8	56	c	n	727.59	1	1000	100	0	0
184	6	52	N	N	f	825.82	0	4	56	8	24	i	n	995.13	1	1000	100	0	0
184	6	53	N	N	f	568.73	0	7	24	2	56	i	j	716.28	1	100	1000	0	0
184	6	54	N	N	f	404.64	0	8	56	3	24	c	j	653.25	1	1000	100	0	0
184	6	55	P	P	d	560.99	1	8	24	2	56	i	n	860.73	1	100	1000	1	0
184	6	56	N	N	f	589.4	0	9	24	4	56	i	j	900.8	1	1000	1000	1	0
184	6	57	P	P	d	597.76	1	2	24	7	56	c	n	503.57	1	100	1000	1	0
184	6	58	P	P	d	583.21	1	3	56	7	24	i	j	912.01	1	1000	100	0	0
184	6	59	N	N	f	648.04	0	8	24	4	56	i	j	1292.25	1	100	1000	1	0
184	6	60	N	N	f	700.71	0	9	56	3	24	c	j	1329.47	1	100	100	0	0
184	6	61	P	P	d	525.3	1	9	56	2	24	c	j	521.73	1	100	100	1	0
184	6	62	P	P	d	640.77	1	4	56	7	24	i	j	1251.52	1	100	1000	0	0
184	6	63	N	N	f	541.76	0	2	24	9	56	c	n	508.94	1	100	1000	1	0
184	6	64	P	P	d	464.89	1	8	56	3	24	c	j	617.74	1	1000	100	1	0
184	6	65	P	P	d	536.92	1	7	56	2	24	c	j	560.74	1	100	1000	0	0
