"subj" "trialCumul" "sr" "exp"
"209" 34 0 "Imburgio first 64"
"209" 36 0 "Imburgio first 64"
"209" 37 1 "Imburgio first 64"
"209" 38 0 "Imburgio first 64"
"209" 39 1 "Imburgio first 64"
"209" 40 0 "Imburgio first 64"
"209" 41 1 "Imburgio first 64"
"209" 42 0 "Imburgio first 64"
"209" 43 0 "Imburgio first 64"
"209" 44 1 "Imburgio first 64"
"209" 45 0 "Imburgio first 64"
"209" 46 0 "Imburgio first 64"
"209" 47 1 "Imburgio first 64"
"209" 48 0 "Imburgio first 64"
"209" 49 1 "Imburgio first 64"
"209" 50 0 "Imburgio first 64"
"209" 51 1 "Imburgio first 64"
"209" 52 0 "Imburgio first 64"
"209" 53 1 "Imburgio first 64"
"209" 54 0 "Imburgio first 64"
"209" 55 1 "Imburgio first 64"
"209" 56 1 "Imburgio first 64"
"209" 58 0 "Imburgio first 64"
"209" 59 1 "Imburgio first 64"
"209" 60 0 "Imburgio first 64"
"209" 61 1 "Imburgio first 64"
"209" 62 0 "Imburgio first 64"
"209" 63 0 "Imburgio first 64"
"209" 64 1 "Imburgio first 64"
"207" 2 1 "Imburgio first 64"
"207" 3 1 "Imburgio first 64"
"207" 5 0 "Imburgio first 64"
"207" 6 0 "Imburgio first 64"
"207" 7 1 "Imburgio first 64"
"207" 8 0 "Imburgio first 64"
"207" 9 0 "Imburgio first 64"
"207" 10 1 "Imburgio first 64"
"207" 11 0 "Imburgio first 64"
"207" 12 0 "Imburgio first 64"
"207" 14 0 "Imburgio first 64"
"207" 15 0 "Imburgio first 64"
"207" 16 1 "Imburgio first 64"
"207" 17 0 "Imburgio first 64"
"207" 18 1 "Imburgio first 64"
"207" 19 1 "Imburgio first 64"
"207" 20 1 "Imburgio first 64"
"207" 21 1 "Imburgio first 64"
"207" 22 1 "Imburgio first 64"
"207" 23 0 "Imburgio first 64"
"207" 24 1 "Imburgio first 64"
"207" 25 0 "Imburgio first 64"
"207" 26 1 "Imburgio first 64"
"207" 27 0 "Imburgio first 64"
"207" 28 1 "Imburgio first 64"
"207" 29 0 "Imburgio first 64"
"207" 30 1 "Imburgio first 64"
"207" 31 1 "Imburgio first 64"
"207" 32 1 "Imburgio first 64"
"207" 33 1 "Imburgio first 64"
"207" 34 1 "Imburgio first 64"
"207" 35 1 "Imburgio first 64"
"207" 36 1 "Imburgio first 64"
"207" 37 0 "Imburgio first 64"
"207" 38 0 "Imburgio first 64"
"207" 39 1 "Imburgio first 64"
"207" 40 0 "Imburgio first 64"
"207" 41 0 "Imburgio first 64"
"207" 42 1 "Imburgio first 64"
"207" 43 0 "Imburgio first 64"
"207" 44 1 "Imburgio first 64"
"207" 45 0 "Imburgio first 64"
"207" 46 1 "Imburgio first 64"
"207" 47 0 "Imburgio first 64"
"207" 48 0 "Imburgio first 64"
"207" 49 1 "Imburgio first 64"
"207" 50 0 "Imburgio first 64"
"207" 51 0 "Imburgio first 64"
"207" 52 1 "Imburgio first 64"
"207" 53 0 "Imburgio first 64"
"207" 54 1 "Imburgio first 64"
"207" 55 0 "Imburgio first 64"
"207" 56 1 "Imburgio first 64"
"207" 57 1 "Imburgio first 64"
"207" 58 1 "Imburgio first 64"
"207" 59 1 "Imburgio first 64"
"207" 60 1 "Imburgio first 64"
"207" 61 0 "Imburgio first 64"
"207" 62 1 "Imburgio first 64"
"207" 63 0 "Imburgio first 64"
"207" 64 1 "Imburgio first 64"
"205" 2 0 "Imburgio first 64"
"205" 3 1 "Imburgio first 64"
"205" 4 0 "Imburgio first 64"
"205" 5 1 "Imburgio first 64"
"205" 6 1 "Imburgio first 64"
"205" 7 0 "Imburgio first 64"
"205" 9 0 "Imburgio first 64"
"205" 10 0 "Imburgio first 64"
"205" 11 1 "Imburgio first 64"
"205" 12 0 "Imburgio first 64"
