"subj" "trialCumul" "sr" "exp"
"19" 43 1 "Frober E1 Vol First 64 trials"
"19" 44 0 "Frober E1 Vol First 64 trials"
"19" 45 1 "Frober E1 Vol First 64 trials"
"19" 46 0 "Frober E1 Vol First 64 trials"
"19" 48 1 "Frober E1 Vol First 64 trials"
"19" 49 1 "Frober E1 Vol First 64 trials"
"19" 50 0 "Frober E1 Vol First 64 trials"
"19" 51 1 "Frober E1 Vol First 64 trials"
"19" 52 0 "Frober E1 Vol First 64 trials"
"19" 54 0 "Frober E1 Vol First 64 trials"
"19" 55 1 "Frober E1 Vol First 64 trials"
"19" 56 0 "Frober E1 Vol First 64 trials"
"19" 57 0 "Frober E1 Vol First 64 trials"
"19" 59 1 "Frober E1 Vol First 64 trials"
"19" 60 0 "Frober E1 Vol First 64 trials"
"19" 61 1 "Frober E1 Vol First 64 trials"
"19" 63 1 "Frober E1 Vol First 64 trials"
"19" 64 1 "Frober E1 Vol First 64 trials"
"20" 2 0 "Frober E1 Vol First 64 trials"
"20" 3 1 "Frober E1 Vol First 64 trials"
"20" 4 0 "Frober E1 Vol First 64 trials"
"20" 5 1 "Frober E1 Vol First 64 trials"
"20" 6 0 "Frober E1 Vol First 64 trials"
"20" 8 0 "Frober E1 Vol First 64 trials"
"20" 9 1 "Frober E1 Vol First 64 trials"
"20" 10 0 "Frober E1 Vol First 64 trials"
"20" 11 1 "Frober E1 Vol First 64 trials"
"20" 12 0 "Frober E1 Vol First 64 trials"
"20" 13 1 "Frober E1 Vol First 64 trials"
"20" 14 0 "Frober E1 Vol First 64 trials"
"20" 15 1 "Frober E1 Vol First 64 trials"
"20" 16 1 "Frober E1 Vol First 64 trials"
"20" 17 0 "Frober E1 Vol First 64 trials"
"20" 18 1 "Frober E1 Vol First 64 trials"
"20" 19 1 "Frober E1 Vol First 64 trials"
"20" 20 0 "Frober E1 Vol First 64 trials"
"20" 21 1 "Frober E1 Vol First 64 trials"
"20" 22 0 "Frober E1 Vol First 64 trials"
"20" 24 0 "Frober E1 Vol First 64 trials"
"20" 25 1 "Frober E1 Vol First 64 trials"
"20" 26 0 "Frober E1 Vol First 64 trials"
"20" 27 0 "Frober E1 Vol First 64 trials"
"20" 28 1 "Frober E1 Vol First 64 trials"
"20" 29 0 "Frober E1 Vol First 64 trials"
"20" 31 0 "Frober E1 Vol First 64 trials"
"20" 32 1 "Frober E1 Vol First 64 trials"
"20" 33 1 "Frober E1 Vol First 64 trials"
"20" 34 0 "Frober E1 Vol First 64 trials"
"20" 35 1 "Frober E1 Vol First 64 trials"
"20" 36 0 "Frober E1 Vol First 64 trials"
"20" 37 0 "Frober E1 Vol First 64 trials"
"20" 38 1 "Frober E1 Vol First 64 trials"
"20" 39 0 "Frober E1 Vol First 64 trials"
"20" 40 1 "Frober E1 Vol First 64 trials"
"20" 41 0 "Frober E1 Vol First 64 trials"
"20" 42 1 "Frober E1 Vol First 64 trials"
"20" 44 0 "Frober E1 Vol First 64 trials"
"20" 45 0 "Frober E1 Vol First 64 trials"
"20" 46 1 "Frober E1 Vol First 64 trials"
"20" 48 1 "Frober E1 Vol First 64 trials"
"20" 49 1 "Frober E1 Vol First 64 trials"
"20" 50 0 "Frober E1 Vol First 64 trials"
"20" 51 0 "Frober E1 Vol First 64 trials"
"20" 52 0 "Frober E1 Vol First 64 trials"
"20" 53 1 "Frober E1 Vol First 64 trials"
"20" 54 1 "Frober E1 Vol First 64 trials"
"20" 55 0 "Frober E1 Vol First 64 trials"
"20" 56 0 "Frober E1 Vol First 64 trials"
"20" 57 1 "Frober E1 Vol First 64 trials"
"20" 58 0 "Frober E1 Vol First 64 trials"
"20" 59 0 "Frober E1 Vol First 64 trials"
"20" 60 0 "Frober E1 Vol First 64 trials"
"20" 61 0 "Frober E1 Vol First 64 trials"
"20" 62 0 "Frober E1 Vol First 64 trials"
"20" 63 0 "Frober E1 Vol First 64 trials"
"20" 64 1 "Frober E1 Vol First 64 trials"
"21" 2 0 "Frober E1 Vol First 64 trials"
"21" 3 1 "Frober E1 Vol First 64 trials"
"21" 4 0 "Frober E1 Vol First 64 trials"
"21" 5 1 "Frober E1 Vol First 64 trials"
"21" 6 1 "Frober E1 Vol First 64 trials"
"21" 7 1 "Frober E1 Vol First 64 trials"
"21" 8 0 "Frober E1 Vol First 64 trials"
"21" 9 1 "Frober E1 Vol First 64 trials"
"21" 10 0 "Frober E1 Vol First 64 trials"
"21" 11 1 "Frober E1 Vol First 64 trials"
"21" 12 1 "Frober E1 Vol First 64 trials"
"21" 13 0 "Frober E1 Vol First 64 trials"
"21" 14 1 "Frober E1 Vol First 64 trials"
"21" 15 1 "Frober E1 Vol First 64 trials"
"21" 16 1 "Frober E1 Vol First 64 trials"
"21" 17 0 "Frober E1 Vol First 64 trials"
"21" 18 0 "Frober E1 Vol First 64 trials"
"21" 19 1 "Frober E1 Vol First 64 trials"
"21" 20 0 "Frober E1 Vol First 64 trials"
"21" 21 1 "Frober E1 Vol First 64 trials"
"21" 22 1 "Frober E1 Vol First 64 trials"
"21" 23 0 "Frober E1 Vol First 64 trials"
"21" 24 1 "Frober E1 Vol First 64 trials"
"21" 25 1 "Frober E1 Vol First 64 trials"
"21" 26 1 "Frober E1 Vol First 64 trials"
"21" 27 1 "Frober E1 Vol First 64 trials"
"21" 28 1 "Frober E1 Vol First 64 trials"
"21" 29 0 "Frober E1 Vol First 64 trials"
"21" 30 0 "Frober E1 Vol First 64 trials"
"21" 32 0 "Frober E1 Vol First 64 trials"
"21" 33 0 "Frober E1 Vol First 64 trials"
"21" 34 1 "Frober E1 Vol First 64 trials"
"21" 36 1 "Frober E1 Vol First 64 trials"
"21" 37 1 "Frober E1 Vol First 64 trials"
"21" 38 1 "Frober E1 Vol First 64 trials"
"21" 39 1 "Frober E1 Vol First 64 trials"
"21" 40 1 "Frober E1 Vol First 64 trials"
"21" 41 1 "Frober E1 Vol First 64 trials"
"21" 42 1 "Frober E1 Vol First 64 trials"
"21" 43 1 "Frober E1 Vol First 64 trials"
"21" 45 0 "Frober E1 Vol First 64 trials"
"21" 46 0 "Frober E1 Vol First 64 trials"
"21" 48 0 "Frober E1 Vol First 64 trials"
"21" 49 0 "Frober E1 Vol First 64 trials"
"21" 50 1 "Frober E1 Vol First 64 trials"
"21" 51 0 "Frober E1 Vol First 64 trials"
"21" 52 1 "Frober E1 Vol First 64 trials"
"21" 54 0 "Frober E1 Vol First 64 trials"
"21" 55 1 "Frober E1 Vol First 64 trials"
"21" 56 1 "Frober E1 Vol First 64 trials"
"21" 57 1 "Frober E1 Vol First 64 trials"
"21" 58 0 "Frober E1 Vol First 64 trials"
"21" 59 1 "Frober E1 Vol First 64 trials"
"21" 60 0 "Frober E1 Vol First 64 trials"
"21" 61 1 "Frober E1 Vol First 64 trials"
"21" 62 0 "Frober E1 Vol First 64 trials"
"21" 63 1 "Frober E1 Vol First 64 trials"
"21" 64 0 "Frober E1 Vol First 64 trials"
"22" 2 1 "Frober E1 Vol First 64 trials"
"22" 3 0 "Frober E1 Vol First 64 trials"
"22" 4 1 "Frober E1 Vol First 64 trials"
"22" 5 1 "Frober E1 Vol First 64 trials"
"22" 6 1 "Frober E1 Vol First 64 trials"
"22" 7 1 "Frober E1 Vol First 64 trials"
"22" 9 1 "Frober E1 Vol First 64 trials"
"22" 10 1 "Frober E1 Vol First 64 trials"
"22" 11 0 "Frober E1 Vol First 64 trials"
"22" 12 0 "Frober E1 Vol First 64 trials"
"22" 13 1 "Frober E1 Vol First 64 trials"
"22" 14 1 "Frober E1 Vol First 64 trials"
"22" 15 0 "Frober E1 Vol First 64 trials"
"22" 17 0 "Frober E1 Vol First 64 trials"
"22" 18 1 "Frober E1 Vol First 64 trials"
"22" 19 1 "Frober E1 Vol First 64 trials"
"22" 20 1 "Frober E1 Vol First 64 trials"
"22" 21 1 "Frober E1 Vol First 64 trials"
"22" 22 0 "Frober E1 Vol First 64 trials"
"22" 24 1 "Frober E1 Vol First 64 trials"
"22" 25 1 "Frober E1 Vol First 64 trials"
"22" 26 1 "Frober E1 Vol First 64 trials"
"22" 27 1 "Frober E1 Vol First 64 trials"
"22" 28 1 "Frober E1 Vol First 64 trials"
"22" 29 0 "Frober E1 Vol First 64 trials"
"22" 30 0 "Frober E1 Vol First 64 trials"
"22" 31 0 "Frober E1 Vol First 64 trials"
"22" 32 1 "Frober E1 Vol First 64 trials"
"22" 33 0 "Frober E1 Vol First 64 trials"
"22" 34 1 "Frober E1 Vol First 64 trials"
"22" 35 1 "Frober E1 Vol First 64 trials"
"22" 36 1 "Frober E1 Vol First 64 trials"
"22" 37 1 "Frober E1 Vol First 64 trials"
"22" 38 1 "Frober E1 Vol First 64 trials"
"22" 39 1 "Frober E1 Vol First 64 trials"
"22" 40 0 "Frober E1 Vol First 64 trials"
"22" 43 0 "Frober E1 Vol First 64 trials"
"22" 44 0 "Frober E1 Vol First 64 trials"
"22" 45 0 "Frober E1 Vol First 64 trials"
"22" 46 0 "Frober E1 Vol First 64 trials"
"22" 48 1 "Frober E1 Vol First 64 trials"
"22" 49 1 "Frober E1 Vol First 64 trials"
"22" 50 1 "Frober E1 Vol First 64 trials"
"22" 51 0 "Frober E1 Vol First 64 trials"
"22" 52 0 "Frober E1 Vol First 64 trials"
"22" 53 0 "Frober E1 Vol First 64 trials"
"22" 54 0 "Frober E1 Vol First 64 trials"
"22" 55 0 "Frober E1 Vol First 64 trials"
"22" 56 0 "Frober E1 Vol First 64 trials"
"22" 57 0 "Frober E1 Vol First 64 trials"
"22" 58 0 "Frober E1 Vol First 64 trials"
"22" 59 0 "Frober E1 Vol First 64 trials"
"22" 61 0 "Frober E1 Vol First 64 trials"
"22" 62 0 "Frober E1 Vol First 64 trials"
"22" 63 0 "Frober E1 Vol First 64 trials"
"23" 3 0 "Frober E1 Vol First 64 trials"
"23" 4 0 "Frober E1 Vol First 64 trials"
"23" 5 1 "Frober E1 Vol First 64 trials"
"23" 6 1 "Frober E1 Vol First 64 trials"
"23" 7 1 "Frober E1 Vol First 64 trials"
"23" 9 0 "Frober E1 Vol First 64 trials"
"23" 10 0 "Frober E1 Vol First 64 trials"
"23" 11 1 "Frober E1 Vol First 64 trials"
"23" 12 1 "Frober E1 Vol First 64 trials"
"23" 14 0 "Frober E1 Vol First 64 trials"
"23" 15 0 "Frober E1 Vol First 64 trials"
"23" 16 0 "Frober E1 Vol First 64 trials"
"23" 17 1 "Frober E1 Vol First 64 trials"
"23" 18 0 "Frober E1 Vol First 64 trials"
"23" 19 0 "Frober E1 Vol First 64 trials"
"23" 20 0 "Frober E1 Vol First 64 trials"
"23" 21 1 "Frober E1 Vol First 64 trials"
"23" 22 1 "Frober E1 Vol First 64 trials"
"23" 23 0 "Frober E1 Vol First 64 trials"
"23" 25 1 "Frober E1 Vol First 64 trials"
"23" 26 0 "Frober E1 Vol First 64 trials"
"23" 27 1 "Frober E1 Vol First 64 trials"
"23" 28 0 "Frober E1 Vol First 64 trials"
"23" 29 0 "Frober E1 Vol First 64 trials"
"23" 30 0 "Frober E1 Vol First 64 trials"
"23" 31 1 "Frober E1 Vol First 64 trials"
"23" 32 1 "Frober E1 Vol First 64 trials"
"23" 33 1 "Frober E1 Vol First 64 trials"
"23" 35 0 "Frober E1 Vol First 64 trials"
"23" 36 1 "Frober E1 Vol First 64 trials"
"23" 37 0 "Frober E1 Vol First 64 trials"
"23" 38 0 "Frober E1 Vol First 64 trials"
"23" 39 0 "Frober E1 Vol First 64 trials"
"23" 40 1 "Frober E1 Vol First 64 trials"
"23" 41 0 "Frober E1 Vol First 64 trials"
"23" 42 0 "Frober E1 Vol First 64 trials"
"23" 43 1 "Frober E1 Vol First 64 trials"
"23" 44 1 "Frober E1 Vol First 64 trials"
"23" 45 1 "Frober E1 Vol First 64 trials"
"23" 46 1 "Frober E1 Vol First 64 trials"
"23" 47 0 "Frober E1 Vol First 64 trials"
"23" 48 1 "Frober E1 Vol First 64 trials"
"23" 49 1 "Frober E1 Vol First 64 trials"
"23" 50 0 "Frober E1 Vol First 64 trials"
"23" 51 0 "Frober E1 Vol First 64 trials"
"23" 52 1 "Frober E1 Vol First 64 trials"
"23" 53 0 "Frober E1 Vol First 64 trials"
"23" 54 0 "Frober E1 Vol First 64 trials"
"23" 55 1 "Frober E1 Vol First 64 trials"
"23" 56 1 "Frober E1 Vol First 64 trials"
"23" 57 1 "Frober E1 Vol First 64 trials"
"23" 58 1 "Frober E1 Vol First 64 trials"
"23" 59 0 "Frober E1 Vol First 64 trials"
"23" 60 0 "Frober E1 Vol First 64 trials"
"23" 61 1 "Frober E1 Vol First 64 trials"
"23" 63 0 "Frober E1 Vol First 64 trials"
"23" 64 1 "Frober E1 Vol First 64 trials"
"24" 2 1 "Frober E1 Vol First 64 trials"
"24" 3 1 "Frober E1 Vol First 64 trials"
"24" 4 1 "Frober E1 Vol First 64 trials"
"24" 5 1 "Frober E1 Vol First 64 trials"
"24" 8 1 "Frober E1 Vol First 64 trials"
"24" 9 1 "Frober E1 Vol First 64 trials"
"24" 10 1 "Frober E1 Vol First 64 trials"
"24" 11 0 "Frober E1 Vol First 64 trials"
"24" 12 0 "Frober E1 Vol First 64 trials"
"24" 14 1 "Frober E1 Vol First 64 trials"
"24" 15 0 "Frober E1 Vol First 64 trials"
"24" 16 0 "Frober E1 Vol First 64 trials"
"24" 17 0 "Frober E1 Vol First 64 trials"
"24" 18 1 "Frober E1 Vol First 64 trials"
"24" 19 0 "Frober E1 Vol First 64 trials"
"24" 21 0 "Frober E1 Vol First 64 trials"
"24" 22 0 "Frober E1 Vol First 64 trials"
"24" 23 0 "Frober E1 Vol First 64 trials"
"24" 24 1 "Frober E1 Vol First 64 trials"
"24" 26 0 "Frober E1 Vol First 64 trials"
"24" 27 1 "Frober E1 Vol First 64 trials"
"24" 28 1 "Frober E1 Vol First 64 trials"
"24" 30 0 "Frober E1 Vol First 64 trials"
"24" 31 0 "Frober E1 Vol First 64 trials"
"24" 32 0 "Frober E1 Vol First 64 trials"
"24" 33 0 "Frober E1 Vol First 64 trials"
"24" 34 1 "Frober E1 Vol First 64 trials"
"24" 35 0 "Frober E1 Vol First 64 trials"
"24" 37 0 "Frober E1 Vol First 64 trials"
"24" 38 0 "Frober E1 Vol First 64 trials"
"24" 39 0 "Frober E1 Vol First 64 trials"
"24" 40 0 "Frober E1 Vol First 64 trials"
"24" 41 1 "Frober E1 Vol First 64 trials"
"24" 42 0 "Frober E1 Vol First 64 trials"
"24" 44 0 "Frober E1 Vol First 64 trials"
"24" 45 0 "Frober E1 Vol First 64 trials"
"24" 46 1 "Frober E1 Vol First 64 trials"
"24" 47 0 "Frober E1 Vol First 64 trials"
"24" 48 0 "Frober E1 Vol First 64 trials"
"24" 49 0 "Frober E1 Vol First 64 trials"
"24" 50 0 "Frober E1 Vol First 64 trials"
"24" 51 0 "Frober E1 Vol First 64 trials"
"24" 52 0 "Frober E1 Vol First 64 trials"
"24" 53 0 "Frober E1 Vol First 64 trials"
"24" 54 1 "Frober E1 Vol First 64 trials"
"24" 55 0 "Frober E1 Vol First 64 trials"
"24" 56 0 "Frober E1 Vol First 64 trials"
"24" 57 0 "Frober E1 Vol First 64 trials"
"24" 58 0 "Frober E1 Vol First 64 trials"
"24" 59 0 "Frober E1 Vol First 64 trials"
"24" 60 1 "Frober E1 Vol First 64 trials"
"24" 61 0 "Frober E1 Vol First 64 trials"
"24" 62 0 "Frober E1 Vol First 64 trials"
"24" 63 0 "Frober E1 Vol First 64 trials"
"24" 64 1 "Frober E1 Vol First 64 trials"
"25" 2 0 "Frober E1 Vol First 64 trials"
"25" 3 1 "Frober E1 Vol First 64 trials"
"25" 4 0 "Frober E1 Vol First 64 trials"
"25" 6 0 "Frober E1 Vol First 64 trials"
"25" 7 0 "Frober E1 Vol First 64 trials"
"25" 8 0 "Frober E1 Vol First 64 trials"
"25" 9 0 "Frober E1 Vol First 64 trials"
"25" 10 0 "Frober E1 Vol First 64 trials"
"25" 11 0 "Frober E1 Vol First 64 trials"
"25" 12 1 "Frober E1 Vol First 64 trials"
"25" 13 0 "Frober E1 Vol First 64 trials"
"25" 14 1 "Frober E1 Vol First 64 trials"
"25" 15 0 "Frober E1 Vol First 64 trials"
"25" 16 0 "Frober E1 Vol First 64 trials"
"25" 17 0 "Frober E1 Vol First 64 trials"
"25" 18 0 "Frober E1 Vol First 64 trials"
"25" 19 0 "Frober E1 Vol First 64 trials"
"25" 20 1 "Frober E1 Vol First 64 trials"
"25" 21 0 "Frober E1 Vol First 64 trials"
"25" 22 0 "Frober E1 Vol First 64 trials"
"25" 23 0 "Frober E1 Vol First 64 trials"
"25" 24 0 "Frober E1 Vol First 64 trials"
"25" 25 0 "Frober E1 Vol First 64 trials"
"25" 26 0 "Frober E1 Vol First 64 trials"
"25" 27 0 "Frober E1 Vol First 64 trials"
"25" 28 0 "Frober E1 Vol First 64 trials"
"25" 30 0 "Frober E1 Vol First 64 trials"
"25" 31 0 "Frober E1 Vol First 64 trials"
"25" 32 0 "Frober E1 Vol First 64 trials"
"25" 33 0 "Frober E1 Vol First 64 trials"
"25" 34 0 "Frober E1 Vol First 64 trials"
"25" 35 1 "Frober E1 Vol First 64 trials"
"25" 36 0 "Frober E1 Vol First 64 trials"
"25" 37 0 "Frober E1 Vol First 64 trials"
"25" 38 0 "Frober E1 Vol First 64 trials"
"25" 39 0 "Frober E1 Vol First 64 trials"
"25" 40 0 "Frober E1 Vol First 64 trials"
"25" 41 0 "Frober E1 Vol First 64 trials"
"25" 42 0 "Frober E1 Vol First 64 trials"
"25" 43 0 "Frober E1 Vol First 64 trials"
"25" 44 1 "Frober E1 Vol First 64 trials"
"25" 45 0 "Frober E1 Vol First 64 trials"
"25" 46 0 "Frober E1 Vol First 64 trials"
"25" 47 0 "Frober E1 Vol First 64 trials"
"25" 48 0 "Frober E1 Vol First 64 trials"
"25" 50 0 "Frober E1 Vol First 64 trials"
"25" 51 0 "Frober E1 Vol First 64 trials"
"25" 52 0 "Frober E1 Vol First 64 trials"
"25" 53 0 "Frober E1 Vol First 64 trials"
"25" 54 0 "Frober E1 Vol First 64 trials"
"25" 55 0 "Frober E1 Vol First 64 trials"
"25" 56 0 "Frober E1 Vol First 64 trials"
"25" 57 0 "Frober E1 Vol First 64 trials"
"25" 58 1 "Frober E1 Vol First 64 trials"
"25" 59 0 "Frober E1 Vol First 64 trials"
"25" 60 0 "Frober E1 Vol First 64 trials"
"25" 61 0 "Frober E1 Vol First 64 trials"
"25" 62 0 "Frober E1 Vol First 64 trials"
"25" 63 0 "Frober E1 Vol First 64 trials"
"25" 64 0 "Frober E1 Vol First 64 trials"
"26" 2 1 "Frober E1 Vol First 64 trials"
"26" 3 0 "Frober E1 Vol First 64 trials"
"26" 4 0 "Frober E1 Vol First 64 trials"
"26" 6 1 "Frober E1 Vol First 64 trials"
"26" 7 1 "Frober E1 Vol First 64 trials"
"26" 8 1 "Frober E1 Vol First 64 trials"
"26" 11 0 "Frober E1 Vol First 64 trials"
"26" 12 0 "Frober E1 Vol First 64 trials"
"26" 13 1 "Frober E1 Vol First 64 trials"
"26" 14 1 "Frober E1 Vol First 64 trials"
"26" 15 1 "Frober E1 Vol First 64 trials"
"26" 16 1 "Frober E1 Vol First 64 trials"
"26" 17 1 "Frober E1 Vol First 64 trials"
"26" 19 0 "Frober E1 Vol First 64 trials"
"26" 20 0 "Frober E1 Vol First 64 trials"
"26" 21 0 "Frober E1 Vol First 64 trials"
"26" 22 0 "Frober E1 Vol First 64 trials"
"26" 23 0 "Frober E1 Vol First 64 trials"
"26" 24 1 "Frober E1 Vol First 64 trials"
"26" 25 1 "Frober E1 Vol First 64 trials"
"26" 26 0 "Frober E1 Vol First 64 trials"
"26" 27 1 "Frober E1 Vol First 64 trials"
"26" 28 0 "Frober E1 Vol First 64 trials"
"26" 29 0 "Frober E1 Vol First 64 trials"
"26" 30 1 "Frober E1 Vol First 64 trials"
"26" 32 1 "Frober E1 Vol First 64 trials"
"26" 33 0 "Frober E1 Vol First 64 trials"
"26" 34 0 "Frober E1 Vol First 64 trials"
"26" 35 1 "Frober E1 Vol First 64 trials"
"26" 36 1 "Frober E1 Vol First 64 trials"
"26" 37 1 "Frober E1 Vol First 64 trials"
"26" 38 1 "Frober E1 Vol First 64 trials"
"26" 39 0 "Frober E1 Vol First 64 trials"
"26" 40 1 "Frober E1 Vol First 64 trials"
"26" 41 0 "Frober E1 Vol First 64 trials"
"26" 42 0 "Frober E1 Vol First 64 trials"
"26" 43 0 "Frober E1 Vol First 64 trials"
"26" 44 0 "Frober E1 Vol First 64 trials"
"26" 45 1 "Frober E1 Vol First 64 trials"
"26" 46 0 "Frober E1 Vol First 64 trials"
"26" 47 0 "Frober E1 Vol First 64 trials"
"26" 48 0 "Frober E1 Vol First 64 trials"
"26" 49 1 "Frober E1 Vol First 64 trials"
"26" 50 0 "Frober E1 Vol First 64 trials"
"26" 51 1 "Frober E1 Vol First 64 trials"
"26" 52 0 "Frober E1 Vol First 64 trials"
"26" 53 0 "Frober E1 Vol First 64 trials"
"26" 54 0 "Frober E1 Vol First 64 trials"
"26" 55 1 "Frober E1 Vol First 64 trials"
"26" 56 0 "Frober E1 Vol First 64 trials"
"26" 57 1 "Frober E1 Vol First 64 trials"
"26" 58 0 "Frober E1 Vol First 64 trials"
"26" 59 0 "Frober E1 Vol First 64 trials"
"26" 60 1 "Frober E1 Vol First 64 trials"
"26" 61 1 "Frober E1 Vol First 64 trials"
"26" 62 0 "Frober E1 Vol First 64 trials"
"26" 64 0 "Frober E1 Vol First 64 trials"
"27" 2 1 "Frober E1 Vol First 64 trials"
"27" 3 0 "Frober E1 Vol First 64 trials"
"27" 4 1 "Frober E1 Vol First 64 trials"
"27" 5 1 "Frober E1 Vol First 64 trials"
"27" 6 0 "Frober E1 Vol First 64 trials"
"27" 7 1 "Frober E1 Vol First 64 trials"
"27" 8 0 "Frober E1 Vol First 64 trials"
"27" 9 1 "Frober E1 Vol First 64 trials"
"27" 11 1 "Frober E1 Vol First 64 trials"
"27" 12 1 "Frober E1 Vol First 64 trials"
"27" 13 0 "Frober E1 Vol First 64 trials"
"27" 14 1 "Frober E1 Vol First 64 trials"
"27" 15 0 "Frober E1 Vol First 64 trials"
"27" 16 1 "Frober E1 Vol First 64 trials"
"27" 17 1 "Frober E1 Vol First 64 trials"
"27" 18 1 "Frober E1 Vol First 64 trials"
"27" 19 0 "Frober E1 Vol First 64 trials"
"27" 20 1 "Frober E1 Vol First 64 trials"
"27" 21 0 "Frober E1 Vol First 64 trials"
"27" 22 0 "Frober E1 Vol First 64 trials"
"27" 23 0 "Frober E1 Vol First 64 trials"
"27" 24 1 "Frober E1 Vol First 64 trials"
"27" 25 1 "Frober E1 Vol First 64 trials"
"27" 26 1 "Frober E1 Vol First 64 trials"
"27" 27 0 "Frober E1 Vol First 64 trials"
"27" 28 0 "Frober E1 Vol First 64 trials"
"27" 29 1 "Frober E1 Vol First 64 trials"
"27" 30 0 "Frober E1 Vol First 64 trials"
"27" 31 0 "Frober E1 Vol First 64 trials"
"27" 32 1 "Frober E1 Vol First 64 trials"
"27" 33 0 "Frober E1 Vol First 64 trials"
"27" 34 0 "Frober E1 Vol First 64 trials"
"27" 35 0 "Frober E1 Vol First 64 trials"
"27" 36 1 "Frober E1 Vol First 64 trials"
"27" 37 0 "Frober E1 Vol First 64 trials"
"27" 38 0 "Frober E1 Vol First 64 trials"
"27" 39 0 "Frober E1 Vol First 64 trials"
"27" 40 1 "Frober E1 Vol First 64 trials"
"27" 41 0 "Frober E1 Vol First 64 trials"
"27" 42 1 "Frober E1 Vol First 64 trials"
"27" 44 0 "Frober E1 Vol First 64 trials"
"27" 45 1 "Frober E1 Vol First 64 trials"
"27" 46 1 "Frober E1 Vol First 64 trials"
"27" 47 0 "Frober E1 Vol First 64 trials"
"27" 48 0 "Frober E1 Vol First 64 trials"
"27" 49 1 "Frober E1 Vol First 64 trials"
"27" 50 0 "Frober E1 Vol First 64 trials"
"27" 51 0 "Frober E1 Vol First 64 trials"
"27" 53 0 "Frober E1 Vol First 64 trials"
"27" 54 0 "Frober E1 Vol First 64 trials"
"27" 55 0 "Frober E1 Vol First 64 trials"
"27" 56 1 "Frober E1 Vol First 64 trials"
"27" 57 0 "Frober E1 Vol First 64 trials"
"27" 58 0 "Frober E1 Vol First 64 trials"
"27" 59 0 "Frober E1 Vol First 64 trials"
"27" 60 0 "Frober E1 Vol First 64 trials"
"27" 61 0 "Frober E1 Vol First 64 trials"
"27" 62 1 "Frober E1 Vol First 64 trials"
"27" 63 0 "Frober E1 Vol First 64 trials"
"27" 64 0 "Frober E1 Vol First 64 trials"
"28" 2 0 "Frober E1 Vol First 64 trials"
"28" 3 1 "Frober E1 Vol First 64 trials"
"28" 4 0 "Frober E1 Vol First 64 trials"
"28" 6 0 "Frober E1 Vol First 64 trials"
"28" 7 0 "Frober E1 Vol First 64 trials"
"28" 8 1 "Frober E1 Vol First 64 trials"
"28" 9 0 "Frober E1 Vol First 64 trials"
"28" 11 0 "Frober E1 Vol First 64 trials"
"28" 13 1 "Frober E1 Vol First 64 trials"
"28" 14 0 "Frober E1 Vol First 64 trials"
"28" 15 1 "Frober E1 Vol First 64 trials"
"28" 16 0 "Frober E1 Vol First 64 trials"
"28" 17 1 "Frober E1 Vol First 64 trials"
"28" 18 0 "Frober E1 Vol First 64 trials"
"28" 19 1 "Frober E1 Vol First 64 trials"
"28" 21 1 "Frober E1 Vol First 64 trials"
"28" 22 1 "Frober E1 Vol First 64 trials"
"28" 23 0 "Frober E1 Vol First 64 trials"
"28" 24 1 "Frober E1 Vol First 64 trials"
"28" 25 1 "Frober E1 Vol First 64 trials"
"28" 26 1 "Frober E1 Vol First 64 trials"
"28" 27 0 "Frober E1 Vol First 64 trials"
"28" 28 1 "Frober E1 Vol First 64 trials"
"28" 29 1 "Frober E1 Vol First 64 trials"
"28" 31 0 "Frober E1 Vol First 64 trials"
"28" 32 1 "Frober E1 Vol First 64 trials"
"28" 33 1 "Frober E1 Vol First 64 trials"
"28" 34 1 "Frober E1 Vol First 64 trials"
"28" 35 0 "Frober E1 Vol First 64 trials"
"28" 36 1 "Frober E1 Vol First 64 trials"
"28" 37 1 "Frober E1 Vol First 64 trials"
"28" 38 1 "Frober E1 Vol First 64 trials"
"28" 39 0 "Frober E1 Vol First 64 trials"
"28" 40 1 "Frober E1 Vol First 64 trials"
"28" 41 1 "Frober E1 Vol First 64 trials"
"28" 43 1 "Frober E1 Vol First 64 trials"
"28" 44 1 "Frober E1 Vol First 64 trials"
"28" 45 0 "Frober E1 Vol First 64 trials"
"28" 46 1 "Frober E1 Vol First 64 trials"
"28" 47 1 "Frober E1 Vol First 64 trials"
"28" 48 1 "Frober E1 Vol First 64 trials"
"28" 49 1 "Frober E1 Vol First 64 trials"
"28" 50 1 "Frober E1 Vol First 64 trials"
"28" 51 1 "Frober E1 Vol First 64 trials"
"28" 52 0 "Frober E1 Vol First 64 trials"
"28" 53 0 "Frober E1 Vol First 64 trials"
"28" 54 1 "Frober E1 Vol First 64 trials"
"28" 55 1 "Frober E1 Vol First 64 trials"
"28" 56 1 "Frober E1 Vol First 64 trials"
"28" 57 0 "Frober E1 Vol First 64 trials"
"28" 58 0 "Frober E1 Vol First 64 trials"
"28" 59 1 "Frober E1 Vol First 64 trials"
"28" 60 0 "Frober E1 Vol First 64 trials"
"28" 61 0 "Frober E1 Vol First 64 trials"
"28" 62 0 "Frober E1 Vol First 64 trials"
"28" 63 1 "Frober E1 Vol First 64 trials"
"28" 64 0 "Frober E1 Vol First 64 trials"
"29" 2 1 "Frober E1 Vol First 64 trials"
"29" 3 1 "Frober E1 Vol First 64 trials"
